,black,white,start_time,fourthmove,rt,result,blackelo,whiteelo,num_black_games,num_white_games
20,DGUnicorn,FB_20,1601527215.0,d7d6,1.0,1.0,1048,1034,0,0
21,Kane631,followill8,1601527301.0,d7d6,3.0,0.0,1055,1072,0,0
22,Kaveza,TheGrimeyProfessor,1601527465.0,e5f4,0.0,0.0,1084,989,0,0
23,Georgesss,followill8,1601527582.0,d7d6,0.0,0.0,1105,1066,0,0
24,abdelwhab,Grasoo,1601527610.0,b8c6,8.0,1.0,1038,1006,0,0
25,Spark1989,McSwunceHard,1601527799.0,b8c6,1.0,1.0,1089,1074,0,0
26,jmb_bravo,zach_maddox,1601528094.0,e5f4,1.0,1.0,1195,1153,0,0
27,markalan,LeeVanLee,1601528169.0,b8c6,3.0,0.5,1088,1119,0,0
28,ddisqq,linek01,1601528217.0,e5f4,2.0,1.0,1047,1034,0,0
29,zezoalomda2023,igochess2019,1601528343.0,b8c6,-1.0,0.0,1118,1156,0,0
30,Titide,Zamyasa,1601528359.0,g8f6,-1.0,1.0,1086,1039,0,0
31,apriori96,ArturT,1601528656.0,f7f6,1.0,1.0,1129,1144,0,0
32,Titide,Zamyasa,1601528739.0,g8f6,-1.0,1.0,1073,1051,1,0
33,Titide,Zamyasa,1601529207.0,g8f6,-1.0,1.0,1072,1052,2,0
34,mattmcd321,AverageTony,1601529222.0,e5f4,2.0,1.0,900,909,0,0
35,Kaveza,ClayStreet,1601529280.0,e5f4,-1.0,0.0,1079,1090,1,0
36,Nandai793,FluidMotion,1601529300.0,b8c6,1.0,0.0,1152,1166,0,0
37,davidcmoon,isaaccmoon,1601529656.0,g8f6,8.0,1.0,962,1111,0,0
38,Titide,Zamyasa,1601529671.0,e5f4,2.0,0.0,1061,1064,3,0
39,Zubeneschmali,FluidMotion,1601529706.0,e5f4,0.0,0.0,1147,1160,0,0
40,Morjan,Emmick,1601529886.0,d8h4,7.0,1.0,960,1014,0,0
41,khalidkhalid888,McSwunceHard,1601530451.0,e5f4,3.0,1.0,1041,1076,0,0
42,D20king,ChettBaker,1601530518.0,b8c6,9.0,0.0,1022,999,0,0
43,shivam09,Anto2020,1601530887.0,b8c6,4.0,0.0,1005,1045,0,0
44,Juaserdi,bailfoy,1601530981.0,g8f6,0.0,1.0,1125,1137,0,0
45,sostenesapollo,ChettBaker,1601531050.0,e5f4,2.0,1.0,1034,986,0,0
46,BernardTockmaji,adamaviv,1601531107.0,b8c6,1.0,0.0,1149,1130,0,0
47,iran_cardoso,riana_vasquez,1601531421.0,d7d6,5.0,0.0,879,944,0,0
48,tegarirsyad,speedmind,1601531743.0,b8c6,1.0,0.0,835,829,0,0
49,Jamie3232,grandufosighting,1601531813.0,b8c6,6.0,0.0,937,1030,0,0
50,salokit,aaramirezz,1601532054.0,d7d6,2.0,1.0,1187,1156,0,0
51,jzerbe,rafi_haque,1601532181.0,e5f4,2.0,0.0,1166,1177,0,0
52,cleberjpc,Gerhat,1601532312.0,g8f6,3.0,1.0,1101,1088,0,0
53,fool123,ChettBaker,1601532439.0,e5f4,2.0,0.0,1123,1034,0,0
54,Cristiao999,tresdon,1601532764.0,e5f4,0.0,1.0,1185,1154,0,0
55,OR10N25,Eugene_Kigan777,1601533045.0,e5f4,10.0,1.0,1106,1180,0,0
56,idrisG,aaramirezz,1601533114.0,d7d6,0.0,0.0,1079,1152,0,0
57,dariogallego,TheGrimeyProfessor,1601533136.0,f7f5,1.0,0.0,996,989,0,0
58,VorseN89,FluidMotion,1601533318.0,b8c6,0.0,1.0,1143,1160,0,0
59,gunesbbr,Capuero39,1601533358.0,b8c6,2.0,1.0,1021,1010,0,0
60,cristianoliva,EobardThawneReal,1601533387.0,d7d6,0.0,1.0,1198,1156,0,0
61,TheStarbucksBarista,zach_maddox,1601533438.0,d7d6,5.0,1.0,1093,1162,0,0
62,Atuobi_89,creativecrook,1601533590.0,f8d6,5.0,1.0,1098,1118,0,0
63,francow95,zach_maddox,1601533711.0,f7f6,5.0,1.0,1196,1168,0,0
64,rajenderbora,Crater_Face,1601533800.0,e5f4,1.0,1.0,1089,1122,0,0
65,Elashrye,FluidMotion,1601533818.0,d7d6,-1.0,0.0,1158,1154,0,0
66,Santy09,tresdon,1601533825.0,e5f4,1.0,0.0,1097,1159,0,0
67,munila,Jamie3232,1601533864.0,e5f4,2.0,1.0,1025,956,0,0
68,graf_d2,L_3115,1601533963.0,e5f4,5.0,1.0,906,896,0,0
69,pterodactylo,Tantsaha,1601534121.0,f8c5,1.0,1.0,1197,1142,0,0
70,Xavierpc,tresdon,1601534233.0,e5f4,0.0,1.0,1192,1152,0,0
71,Ismath,kyrozephyr1,1601534235.0,d8f6,13.0,0.0,938,1004,0,0
72,jonathan7291,Jamie3232,1601534249.0,e5f4,0.0,1.0,1042,963,0,0
73,ExdeathZ,Jamie3232,1601534534.0,b8c6,4.0,0.0,953,970,0,0
74,pogacar,EobardThawneReal,1601534672.0,g8f6,-1.0,0.0,1167,1151,0,0
75,sushantk21,Tantsaha,1601534945.0,e5f4,2.0,1.0,1125,1149,0,0
76,Crozic,Crater_Face,1601535037.0,d7d6,3.0,1.0,1055,1125,0,0
77,MoguMogu09,robertmatias07,1601535374.0,f7f6,5.0,0.0,1048,1032,0,0
78,Sujitchess3,Tantsaha,1601535517.0,e5f4,2.0,1.0,1168,1149,0,0
79,Emre_tanis,Crater_Face,1601535864.0,b8c6,-1.0,1.0,1103,1136,0,0
80,Cookie100,EobardThawneReal,1601536036.0,f7f6,0.0,0.0,1156,1138,0,0
81,Knife_wrench,KRATOSSTEVE,1601536127.0,b8c6,1.0,0.0,1080,1029,0,0
82,tauno7,Crater_Face,1601536292.0,d7d5,1.0,1.0,1178,1141,0,0
83,RPGgamer91,blingblau,1601536421.0,b8c6,2.0,0.0,1080,1088,0,0
84,JumpingSleet,bailfoy,1601536654.0,e5f4,10.0,0.0,1121,1138,0,0
85,InnerSuperior,Thechessanand,1601536704.0,f7f6,2.0,1.0,955,979,0,0
86,Flavinha01,Thechessanand,1601536926.0,e5f4,1.0,0.0,991,986,0,0
87,D_Darsh,BaymaxSixpacc,1601536982.0,f7f6,4.0,0.0,1116,1012,0,0
88,PylonQQ,blingblau,1601537259.0,f7f6,4.0,0.0,1057,1087,0,0
89,AngeloSanches,Noahlindauer,1601537288.0,b8c6,8.0,1.0,1017,1025,0,0
90,Wilhelm-Steinitz2020,YashSarode,1601537343.0,f8c5,1.0,1.0,1053,990,0,0
91,Surajitbiswas,big16gdsm,1601537427.0,g8f6,0.0,1.0,1013,1053,0,0
92,batdu,Crater_Face,1601537569.0,e5f4,0.0,0.0,1088,1144,0,0
93,AntonioGuia,noob747,1601537790.0,b8c6,3.0,1.0,1140,1193,0,0
94,Hakkim11,Julianh67,1601537825.0,d7d6,2.0,0.0,1191,1131,0,0
95,Georgesss,blingblau,1601538007.0,d7d6,0.0,1.0,1107,1092,1,0
96,vagmikumar,SaberD,1601538057.0,f8d6,4.0,1.0,1158,1141,0,0
97,Luchitokeeper,APSmith,1601538410.0,g8e7,0.0,1.0,1176,1100,0,0
98,iceking01101,JaidityaChess,1601538445.0,c7c6,7.0,1.0,921,981,0,0
99,ripunjbansal,noob747,1601538962.0,e5f4,3.0,1.0,1092,1192,0,0
100,rakabubaa,Meenuu,1601539190.0,d7d6,16.0,0.0,1132,1110,0,0
101,alfati,LikeTheLetterz,1601539283.0,e5f4,1.0,1.0,1181,1093,0,0
102,LuiFraK,blingblau,1601539284.0,e5f4,6.0,1.0,1120,1105,0,0
103,patriciosenra,EobardThawneReal,1601539470.0,d7d6,1.0,1.0,1036,1143,0,0
104,Dr1NykterStein,Crater_Face,1601539687.0,b8c6,2.0,1.0,1197,1157,0,0
105,tarekk50,jeffsall,1601540064.0,e5f4,1.0,1.0,1150,1109,0,0
106,Receptorz,kingofkitkats,1601540259.0,d7d6,2.0,1.0,1072,1192,0,0
107,dukebest777,Xadrezcarioca,1601540483.0,d8f6,3.0,0.0,1057,1140,0,0
108,Arteries,Said_serang,1601540639.0,d7d6,1.0,1.0,1180,1160,0,0
109,dmitrii73,andresgomez00,1601540714.0,d8h4,1.0,0.0,1107,1118,0,0
110,AmanGolechha2004,D_Darsh,1601540714.0,e5f4,4.0,1.0,1144,1127,0,0
111,maxdribble,bogdansen77,1601540757.0,g8f6,1.0,0.0,1063,1170,1,0
112,kill2live,aimsor,1601540823.0,d7d6,2.0,1.0,991,1142,0,0
113,manoj123lb,francis_meda,1601540891.0,e5f4,3.0,1.0,911,1046,0,0
114,Jhaatu,Dignity_5,1601541040.0,b8c6,0.0,1.0,1178,1181,0,0
115,Caloncho,Kazmi90,1601541118.0,e5f4,2.0,0.0,1169,1167,0,0
116,passha1,Dgusev,1601541538.0,d8h4,7.0,1.0,952,1013,0,0
117,shaurya16,RK75Polska,1601541814.0,e5f4,3.0,1.0,1114,1114,0,0
118,aanchow,DeepakCheSs12,1601541903.0,e5f4,7.0,1.0,1091,1079,0,0
119,cecker1200,rakkk,1601541958.0,e5f4,34.0,0.0,934,1018,0,0
120,Crater_Face,DumasChelito,1601541987.0,f8e7,1.0,1.0,1150,1196,0,6
121,gau10,Crater_Face,1601542059.0,e5f4,0.0,1.0,1106,1145,0,0
122,Dragolola,Zivistann,1601542109.0,b8c6,2.0,1.0,1068,1159,0,0
123,GamerUNKNOWN,kar121089,1601542265.0,e5f4,2.0,1.0,1089,1063,0,0
124,RabindraLama,kikimonika,1601542398.0,b8c6,4.0,0.0,1064,1191,0,0
125,schwa99,sulaimanov,1601542466.0,b8c6,0.0,0.0,1118,1080,0,0
126,KingChessRambo,dominodkx,1601542471.0,b8c6,-1.0,0.0,1010,1015,0,0
127,PANAMAsammy,rafi_haque,1601542531.0,b8c6,2.0,0.0,1153,1156,0,0
128,KJG0402990,bHaRaTH4,1601542535.0,f8d6,5.0,1.0,1034,1056,0,0
129,daivik,P1811jnc,1601542597.0,e5f4,5.0,0.0,1115,1047,0,0
130,ajhnjdsq,Gilzx,1601542622.0,e5f4,5.0,1.0,1188,1180,0,0
131,picbois,AlihanZh,1601542736.0,f8b4,-1.0,1.0,1034,1075,0,0
132,lmtn,AlihanZh,1601543083.0,b8c6,2.0,0.0,1135,1086,0,0
133,alexboen,Ansh20,1601543427.0,e5f4,3.0,0.0,1172,1179,0,0
134,novichok04,Kazmi90,1601543523.0,e5f4,2.0,0.0,1109,1172,0,0
135,Sucxes,Chumbeque,1601543582.0,e5f4,2.0,1.0,1046,952,0,0
136,Boris_Paunov123,dhruv_2003,1601543640.0,e5f4,-1.0,1.0,1139,1025,0,0
137,dekso,Erdemius1,1601544122.0,e5f4,1.0,1.0,1154,1157,0,0
138,PANAMAsammy,Ichesssdaily,1601544276.0,e5f4,3.0,0.0,1158,1144,1,0
139,omdev,shreyanshpandey,1601544697.0,d7d5,3.0,1.0,1118,1072,0,0
140,linsbic1,creativecrook,1601544801.0,e5f4,7.0,1.0,1128,1117,0,0
141,Jaikishan_N,Ansh20,1601544912.0,e5f4,2.0,0.0,1146,1173,0,0
142,Rayo8,jamesbooth1985,1601544988.0,e5f4,2.0,0.0,1023,1064,0,0
143,Floyd671,Boogus_Hoolugus,1601545011.0,e5f4,3.0,1.0,1089,1009,0,0
144,sairajnaik123,rafi_haque,1601545062.0,e5f4,2.0,1.0,1099,1142,0,0
145,pawan_j36,dhruv_2003,1601545138.0,d7d6,1.0,0.5,1022,1033,0,0
146,Eddie_Mar,karim-aim15,1601545155.0,b8c6,6.0,0.0,1053,926,0,0
147,Luc--x,bHaRaTH4,1601545258.0,e5f4,2.0,0.0,1061,1056,0,0
148,Basicallycarlsen,Douglas97,1601545356.0,f7f6,6.0,0.0,998,1043,0,0
149,sumitjadhwani1,ArturT,1601545438.0,e5f4,3.0,0.0,1161,1132,0,0
150,Fahadmahedi,Douglas97,1601545747.0,b8c6,3.0,1.0,1107,1037,0,0
151,Cameron22,rafi_haque,1601545956.0,b8c6,1.0,1.0,1196,1199,0,0
152,Shane_Miranda,Pratik_Nanda,1601546294.0,b8c6,8.0,0.0,1136,1084,0,0
153,SerafinoSerafini,Harsimran91,1601546323.0,b8c6,1.0,0.0,1173,1160,0,0
154,GuyHunt,lukasz123,1601546345.0,f7f6,0.0,1.0,982,1112,0,0
155,rex8989,Emmick,1601546430.0,e5f4,3.0,0.0,1074,1014,0,0
156,Lo0rd,heta_s,1601546774.0,e5f4,0.0,1.0,1113,1080,0,0
157,ganesh3101,Pratik_Nanda,1601546882.0,d7d6,3.0,1.0,1071,1079,0,0
158,Midasf2020,Buckshots,1601546964.0,d7d5,2.0,1.0,1055,1073,0,0
159,BlackPearl007,shaxmat999,1601547250.0,d8h4,0.0,0.0,1129,1164,0,0
160,LuLu1998,Douglas97,1601547267.0,e5f4,3.0,0.0,1007,1046,0,0
161,aamyth,Kldp138,1601547345.0,g8f6,-1.0,0.0,1166,1194,0,0
162,marcomittermayer,nimesh02,1601547383.0,f8c5,1.0,0.0,1127,1156,0,0
163,thechessplayinglucas,RivalsRoyal,1601547440.0,b8c6,6.0,1.0,1189,1145,0,0
164,Frandr,Ferguson_Pro1,1601547560.0,f7f6,4.0,0.0,991,1012,0,0
165,OuiouiChess,bailfoy,1601547684.0,b8c6,1.0,0.0,1124,1135,0,0
166,Aamir_baig1001,nimesh02,1601548243.0,e5f4,3.0,1.0,1099,1150,0,0
167,mr_fantomazz77,MrDejwid,1601548300.0,f8d6,1.0,0.0,1180,1196,0,0
168,alexandergrishin,Chumel04,1601548303.0,d8f6,1.0,0.0,1024,997,0,0
169,effiezal,Shubhamdd,1601548469.0,b8c6,2.0,1.0,1130,1164,0,0
170,Bhoya,AlihanZh,1601548622.0,b8c6,-1.0,1.0,988,1087,0,0
171,Mustard4theWin,Albaschek,1601548953.0,e5f4,1.0,0.0,871,1000,0,0
172,Kaustubh_000,madzong,1601548969.0,e5f4,2.0,0.0,1184,1199,0,0
173,wilsonericn,Albaschek,1601549272.0,g8f6,1.0,0.0,1115,989,0,0
174,canelita95,frederick_barbarossa,1601549454.0,e5f4,-1.0,0.0,1184,1195,0,0
175,M0h1n,RebaczPospolity,1601549513.0,e5f4,9.0,1.0,997,1137,0,0
176,Max-dat-exe,dominodkx,1601549619.0,d7d6,0.0,0.0,1002,1005,0,0
177,andreyrunenkov,aks_07,1601549822.0,d7d5,2.0,1.0,1077,1070,0,0
178,Sfchjhjfhk,Kazmi90,1601549838.0,b8c6,3.0,1.0,1157,1169,0,0
179,Manojroy,Milosz_r9,1601550048.0,b8c6,-1.0,1.0,992,1062,0,0
180,Fullbusterz,base1k,1601550093.0,e5f4,3.0,1.0,1005,1019,0,0
181,KarimKHAI,Albaschek,1601550171.0,g8f6,-1.0,0.0,1050,986,0,0
182,Jobsquared,Milosz_r9,1601550429.0,d7d5,1.0,1.0,1077,1071,0,0
183,xeminx000,gurkut,1601550435.0,d8h4,3.0,1.0,1180,1178,0,0
184,Hussein_01,endlessdefeater,1601550467.0,d7d6,7.0,0.0,916,1060,0,0
185,kucukkilic,gordillo93,1601550639.0,e5f4,2.0,1.0,1104,1160,0,0
186,Zubers2619,NirmalMudaliar,1601550703.0,d7d6,9.0,1.0,974,1086,0,0
187,l____p,Sliwka,1601550708.0,e5f4,1.0,1.0,1109,1071,0,0
188,teax,juanibm,1601550714.0,e5f4,0.0,1.0,1184,1130,0,0
189,player99995,TheGodfather28,1601550854.0,b8c6,5.0,1.0,1043,1005,0,0
190,doxology1000,bailfoy,1601550921.0,e5f4,2.0,0.0,1175,1129,0,0
191,howey54,Kldp138,1601550949.0,e5f4,1.0,1.0,1199,1199,0,0
192,Dieter0815,Kazmi90,1601551013.0,b8c6,3.0,0.0,1147,1176,0,0
193,raftaar2992,base1k,1601551166.0,g8f6,22.0,1.0,1083,1016,0,0
194,teddolla1,aks_07,1601551178.0,e5f4,2.0,0.0,1100,1076,0,0
195,Raserhead,Albaschek,1601551263.0,e5f4,0.0,1.0,980,997,0,0
196,matebot,Eugene_Kigan777,1601551382.0,d8h4,7.0,0.0,1137,1173,0,0
197,goldenbekov1,vedatmath,1601551486.0,e5f4,6.0,1.0,1168,1190,0,0
198,RohitChil93,miran1988,1601551503.0,e5f4,2.0,0.0,1138,1135,0,0
199,ChessLoerning,CarlGg,1601551562.0,f7f6,10.0,0.0,949,825,0,0
200,howey54,Crater_Face,1601551991.0,b8c6,-1.0,0.0,1200,1160,1,0
201,countymike,Crater_Face,1601552327.0,f7f6,3.0,0.0,1132,1155,0,0
202,hkjha000,doronalt,1601552553.0,e5f4,2.0,0.0,976,970,0,0
203,lilcaesars,base1k,1601552587.0,g8f6,0.0,1.0,1187,1060,0,0
204,Aswin_m,Albaschek,1601552618.0,g8f6,-1.0,1.0,978,990,0,0
205,Diassso,Gaurav_Garg14,1601552709.0,g8f6,7.0,0.0,901,1027,0,0
206,ukuluku_cofi,noner2020,1601552821.0,e5f4,12.0,0.5,1112,1153,0,0
207,Enes_19,ymteymte,1601552852.0,e5f4,2.0,0.0,1156,1147,0,0
208,Artelon,bahadirbulut,1601552942.0,d7d6,1.0,0.0,835,862,0,0
209,mpho2002,Dbdsp_1722,1601552968.0,e5f4,1.0,1.0,1144,1145,0,0
210,xZverxSobakax,amazeme,1601552975.0,d7d6,7.0,0.0,965,905,0,0
211,OuiouiChess,bailfoy,1601553501.0,b8c6,0.0,0.0,1135,1132,1,0
212,si-anjing,czarodziejZ,1601553550.0,d7d6,0.0,0.0,1141,997,0,0
213,mpho2002,Dbdsp_1722,1601553605.0,e5f4,0.0,0.0,1145,1145,1,0
214,Anugang,Sanjay2,1601553610.0,b8c6,4.0,0.0,1131,1128,0,0
215,Abdul_Hiliwilo,AlihanZh,1601553850.0,e5f4,2.0,1.0,1135,1105,0,0
216,Samarthghodke,Palindroms,1601553918.0,e5f4,5.0,1.0,1024,923,0,0
217,Enes_19,Crater_Face,1601554100.0,e5f4,1.0,1.0,1151,1144,1,0
218,K0100,KeshavG69,1601554137.0,e5f4,1.0,0.0,1133,1090,0,0
219,Anonymous537,pranav075,1601554142.0,d8f6,0.0,1.0,995,1068,0,0
220,payrodenis,dominodkx,1601554172.0,d8e7,1.0,0.0,1021,1013,0,0
221,cj1729,JaidityaChess,1601554202.0,b8c6,5.0,0.0,955,973,0,0
222,badar882630,piyushatchess,1601554319.0,e5f4,2.0,0.0,1094,1102,0,0
223,roopster,Crater_Face,1601554324.0,b8c6,-1.0,0.0,1174,1150,0,0
224,cannabiseistee,rozbestwiony_amant,1601554379.0,b8c6,0.0,1.0,876,872,0,0
225,medoprince,amazeme,1601554374.0,e5f4,3.0,0.0,951,895,0,0
226,Cerrrrenn,surisanto,1601554466.0,b8c6,0.0,0.0,957,1054,0,0
227,enes1945,Shef67,1601554542.0,b8c6,1.0,0.0,1047,1076,0,0
228,aroranitin,samsiddhapura,1601554598.0,e5f4,-1.0,1.0,1039,1017,0,0
229,biginjapanobviously,kapilshah,1601554671.0,e5f4,1.0,0.0,1101,1047,0,0
230,yashh_03,piyushatchess,1601554753.0,b8c6,0.0,1.0,1114,1000,0,0
231,Tuna_Marangoz,pranav075,1601554790.0,f7f6,3.0,0.0,1175,1070,0,0
232,Ilyhinson,yunus1993,1601554851.0,f7f6,6.0,0.0,1119,1100,0,0
233,Dutamuren,beingsmart,1601555005.0,b8c6,1.0,0.0,1060,1009,0,0
234,Kamali2187,CarlGg,1601555060.0,g7g6,8.0,1.0,885,816,0,0
235,dejancikara,Kazmi90,1601555295.0,d8f6,1.0,0.0,1108,1184,0,0
236,jamb2019,Gaurav_Garg14,1601555395.0,d8h4,4.0,1.0,1058,1019,0,0
237,Ethiopis323,noner2020,1601555555.0,f7f5,5.0,1.0,1142,1158,0,0
238,Benny4096,Shubhda,1601555590.0,d7d5,2.0,1.0,1007,1022,0,0
239,jayrit,AlanHS,1601555782.0,b7b6,21.0,0.0,1049,1117,0,0
240,benedictusariee,muhammed_ali_aktas,1601555795.0,b8c6,0.0,1.0,1129,1140,0,0
241,novichok04,Neelakanta,1601555939.0,e5f4,3.0,0.0,1114,1075,1,0
242,masa002,KRATOSSTEVE,1601556081.0,e5f4,2.0,1.0,1032,1031,0,0
243,miksun,polipotentacoluto,1601556129.0,b8c6,4.0,1.0,1062,1141,0,0
244,buddychucker1337,SlarkTheNightCrawler,1601556187.0,b8c6,3.0,1.0,1136,1142,0,0
245,danikr,ea2205,1601556268.0,d7d6,1.0,0.0,1181,1156,0,0
246,jayyyqt,Unnikrishnankp02,1601556277.0,e5f4,1.0,0.0,1136,1145,0,0
247,effiezal,yashvrOP,1601556337.0,b8c6,0.0,0.5,1125,1148,1,0
248,GuenX2003,muhammed_ali_aktas,1601556375.0,b8c6,5.0,0.0,1124,1139,0,0
249,tolga9211,Shubhda,1601556443.0,b8c6,0.0,0.0,1078,1033,0,0
250,mansingh001,krabaere,1601556483.0,g8f6,0.0,0.0,1105,1184,0,0
251,zbagrat,CarlGg,1601556595.0,e5f4,2.0,0.0,935,830,0,0
252,GregGT,krtlmthn3425_-3,1601556626.0,b8c6,4.0,0.0,1173,1133,0,0
253,Tshifhi03,Yassinegharred,1601556686.0,b8c6,2.0,0.0,1154,1144,0,0
254,mehmetcuneydk,eser_ur,1601556728.0,e5f4,2.0,0.0,1197,1087,0,0
255,novichok04,dasha_u,1601556740.0,e5f4,2.0,1.0,1119,1129,2,0
256,E-A-S,TroubledSine,1601557023.0,d7d6,0.0,0.0,1129,1193,0,0
257,Reewazstha114,Prstosjek,1601557027.0,b8c6,-2.0,0.0,1001,1146,0,0
258,SGB103,cheptegei,1601557134.0,b8c6,1.0,1.0,1195,1107,0,0
259,cardelina007,dhruv_2003,1601557175.0,e5f4,1.0,1.0,955,1037,0,0
260,Blamslam,canki,1601557200.0,e5f4,1.0,0.0,1005,897,0,0
261,Monkzor,macpatterson,1601557225.0,b8c6,1.0,0.0,1142,1194,0,0
262,bhawani48,KeshavG69,1601557231.0,d7d5,5.0,0.0,1159,1063,0,0
263,M4rofl,kyrozephyr1,1601557243.0,e5f4,1.0,1.0,1060,982,0,0
264,PABLOTECUTLY,eser_ur,1601557323.0,d7d6,4.0,0.0,923,1083,0,0
265,tuvshinsys,muhammed_ali_aktas,1601557370.0,d7d5,4.0,0.5,1162,1138,0,0
266,gmjuanber,Garlot,1601557418.0,f8c5,3.0,0.0,1156,1169,0,0
267,jbivs,Dibyansh_kar,1601557950.0,g8f6,0.0,0.5,1173,1157,0,0
268,teok41997,SlarkTheNightCrawler,1601558036.0,e5f4,1.0,1.0,1093,1165,0,0
269,aakkulkarni,yejicnx,1601558130.0,b8c6,5.0,1.0,969,1013,0,0
270,miclonx2,Tashbabaev,1601558240.0,e5f4,1.0,0.0,1044,966,0,0
271,Shovon999,Kazmi90,1601558323.0,e5f4,1.0,1.0,1197,1194,0,0
272,fditomaso,Jantex007,1601558354.0,d7d6,10.0,0.0,1175,1176,0,0
273,Ressuhana,Vittesh,1601558561.0,g8f6,5.0,0.0,1043,973,0,0
274,LightKarate,CKR_Chess17,1601558611.0,b8c6,9.0,1.0,955,1112,0,0
275,Premk1,sulaimanov,1601558615.0,d7d6,2.0,0.0,1057,1075,0,0
276,Awuni_dami,Dario_Shir,1601559028.0,d7d6,2.0,0.0,1182,1189,0,0
277,Naveen_89,CKR_Chess17,1601559156.0,e5f4,3.0,1.0,1109,1121,0,0
278,number1blitz,surisanto,1601559240.0,d7d6,1.0,1.0,1110,1058,0,0
279,Luculelas,Angshuman1520,1601559262.0,d8h4,3.0,1.0,1009,854,0,0
280,JonathanBr,Tashbabaev,1601559338.0,e5f4,1.0,1.0,1006,961,0,0
281,L_Lawliet4,bhavishya1911,1601559430.0,d7d6,6.0,1.0,946,1035,0,0
282,Guzito,Aleksio23,1601559464.0,e5f4,3.0,0.0,936,806,0,0
283,Banden,Garufa1,1601559485.0,b8c6,-1.0,0.0,1098,1095,0,0
284,temp-953131,maslovv143,1601559528.0,b8c6,-2.0,1.0,1069,1062,0,0
285,ram6268,Naveen_89,1601559540.0,e5f4,4.0,1.0,1064,1104,0,0
286,ZVE2122,HuntJames,1601559681.0,e5f4,1.0,1.0,1156,1196,0,0
287,Nipun_Singla,SlarkTheNightCrawler,1601559731.0,e5f4,1.0,0.0,1151,1177,0,0
288,ronk123456,Antoraxx,1601559994.0,b8c6,0.0,0.0,992,1012,0,0
289,roy4720,saikat0706,1601560101.0,e5f4,4.0,1.0,1193,1173,0,0
290,cyfrus,sarveshprakash,1601560164.0,f7f6,101.0,1.0,1069,1139,0,0
291,abuali888,krtlmthn3425_-3,1601560229.0,e5f4,2.0,1.0,1119,1124,0,0
292,maslovv143,akamilgiray,1601560329.0,e5f4,-1.0,0.0,1078,1061,0,1
293,Kevko02,yejicnx,1601560467.0,b8c6,7.0,1.0,998,1028,0,0
294,Kestrep,foxman123,1601560543.0,e5f4,4.0,1.0,1169,1160,0,0
295,Vito86,aaramirezz,1601560907.0,d7d5,5.0,1.0,1160,1147,0,0
296,Blackbeard8,AlihanZh,1601561079.0,d7d6,2.0,0.0,1024,1098,0,0
297,Gaurav_Garg14,dostoyevski007,1601561089.0,e5f4,4.0,0.0,1026,1009,0,2
298,cn731,AlihanZh,1601561187.0,e5f4,0.0,0.0,1139,1090,0,0
299,avernum,kloppp,1601561193.0,e5f4,1.0,1.0,1085,1123,0,0
300,ivan1221,four-to-four,1601561416.0,e5f4,7.0,1.0,1056,1163,0,0
301,szczusxvaeru7,eugene_v_b,1601561465.0,b8c6,-2.0,1.0,1168,1149,0,0
302,FrankTwo,Pey-1,1601561573.0,d7d6,2.0,1.0,1100,1077,0,0
303,Msyeb,CorradoChess,1601561598.0,b8c6,3.0,0.0,849,876,0,0
304,mehtiozyurek,eugene_v_b,1601561719.0,d7d6,-2.0,0.0,1128,1155,0,0
