,black,white,start_time,fourthmove,rt,result,blackelo,whiteelo,num_black_games,num_white_games
23,Kyle41,HADESx,1612156894.0,e5f4,3.0,0.0,1051,1093,0,0
24,carpenterbrut218,Helljack,1612156918.0,d8h4,4.0,1.0,1130,1168,0,1
25,rookandking,iturrisergio,1612156966.0,d7d5,0.0,0.0,1171,1161,0,0
26,Cardoso8,JGard,1612157077.0,g8f6,0.0,0.5,1136,1141,0,0
27,Salcedito,vejs136,1612157160.0,b8c6,2.0,0.0,980,845,0,0
28,MartinHild,givemepawnn,1612157187.0,b8c6,2.0,0.0,1081,1129,0,0
29,kaanongun,Nayib,1612157234.0,d7d5,5.0,1.0,1111,1120,0,0
30,Freddy25,Mikekrix,1612157286.0,f7f6,0.0,1.0,1075,958,0,0
31,DragonDicas,S_Miguel,1612157324.0,d8f6,4.0,1.0,1051,931,0,0
32,Giraldelli,tsizzle10,1612157339.0,e5f4,6.0,1.0,996,1026,0,0
33,Yurii_pylypenko,palomamartins,1612157345.0,e5f4,3.0,0.0,1132,1024,0,0
34,sevverro,Rafael3317,1612157382.0,d7d6,2.0,0.0,956,895,0,0
35,Cassowary1,bigelowf,1612157388.0,f7f6,4.0,0.5,865,971,0,0
36,Boulione,paranoiaslays,1612157579.0,b8c6,9.0,0.5,1010,1063,0,0
37,Halangi7,MrBluesky09,1612157614.0,e5f4,0.0,0.0,1168,1119,0,0
38,Flounnder,fristalst,1612157710.0,f8c5,1.0,0.0,1129,1130,0,0
39,delibas,nelsonvpj,1612157727.0,b8c6,2.0,1.0,1051,1129,0,0
40,Atienza1,Fliptucket,1612157733.0,d7d6,3.0,1.0,1187,1178,0,0
41,Markcaution,HADESx,1612157771.0,d8h4,2.0,0.0,1130,1088,0,0
42,zurek099,orkomeneses,1612157785.0,f7f5,2.0,0.0,1016,1120,0,0
43,rekin_od_tylu,cavalo_bipolar,1612157875.0,e5f4,2.0,1.0,1007,925,0,0
44,tigerShadow,Pablo_ens,1612157899.0,d7d6,3.0,1.0,1167,1171,0,0
45,Muhammaddd,S_Miguel,1612157927.0,d8h4,3.0,0.5,1001,981,0,0
46,Deperius,wfzada,1612158083.0,d8h4,5.0,1.0,841,877,0,0
47,sharknanney123,Setsuni,1612158089.0,e5f4,7.0,1.0,1108,1117,0,0
48,Jampott,MatthewRed24,1612158129.0,e5f4,4.0,1.0,900,886,0,0
49,Cornelius95,Boulkiess,1612158131.0,e5f4,0.0,1.0,1055,1001,0,0
50,answerquestion,marxalb,1612158134.0,d7d5,3.0,0.0,955,908,0,0
51,rcflyair,yesbrows,1612158150.0,d7d5,5.0,1.0,1030,993,0,0
52,Backstube5,mlc91,1612158676.0,e5f4,2.0,1.0,1112,1150,0,0
53,TheRevanchist,wfzada,1612158697.0,f7f6,1.0,1.0,898,894,0,0
54,Charleygarcia,AnApplePapple,1612158781.0,b8c6,2.0,0.0,1031,937,0,0
55,haviwath,Boulkiess,1612158837.0,b8c6,0.0,0.0,947,1002,0,0
56,PawningKings,KyryloP,1612158839.0,b8c6,1.0,1.0,1176,1153,0,0
57,kayipkomutan,HADESx,1612158910.0,e5f4,2.0,1.0,1140,1071,0,0
58,GreenandBlue999,Capuero39,1612159131.0,f7f6,1.0,0.0,1140,1153,0,0
59,axelav,paranoiaslays,1612159186.0,f8d6,9.0,1.0,1092,1069,0,0
60,okan5506,Potis_Sum,1612159190.0,e5f4,0.0,0.0,962,930,0,0
61,zalwan2,Zalwan,1612159192.0,d7d5,1.0,0.0,866,1033,0,0
62,llldc21,drmo125,1612159436.0,g8f6,1.0,1.0,1060,1072,0,0
63,Fahadmu,Puercoespin,1612159460.0,b8c6,-1.0,1.0,1134,1156,0,0
64,Nylkran,GiocondeDeitos,1612159492.0,e5f4,2.0,1.0,1064,1130,0,0
65,Radjabov2020,kopmarcin,1612159547.0,f8e7,4.0,1.0,843,913,0,0
66,Geminist,chess_shire_cat,1612159553.0,b8c6,3.0,0.0,1071,1050,0,0
67,Rotic100,BM_AndrewFabbro,1612159575.0,b8c6,3.0,0.0,920,936,0,0
68,thelegend27_w,okolofutbolo,1612159888.0,e5f4,2.0,1.0,1124,1019,0,0
69,Zenando,Dr_Avra,1612159980.0,g8f6,0.0,0.0,903,1048,0,0
70,bernschess,rattanakpagna,1612160098.0,e5f4,1.0,0.0,1197,1180,0,0
71,DjangoMango,cavalo_bipolar,1612160130.0,f8d6,7.0,0.0,891,964,0,0
72,idkhowtoplaychess69,moza552002,1612160283.0,g8f6,1.0,0.0,844,817,0,0
73,adrion279,Aghatka,1612160298.0,e5f4,1.0,0.0,1099,1100,0,0
74,roadtonoam,Addicted2Chess,1612160363.0,b8c6,2.0,0.0,1027,1160,0,0
75,sweeedz,ilkerdnc00,1612160386.0,b8c6,3.0,1.0,1095,1005,0,0
76,sweeedz,SlidingDoor,1612160418.0,e5f4,2.0,0.0,1089,1153,1,0
77,hlado21,tiwikiwi,1612160479.0,e5f4,2.0,0.0,942,1022,0,0
78,Zenando,Dr_Avra,1612160598.0,g8f6,-1.0,1.0,907,1044,1,0
79,Hojota29,ElCapo2020,1612160823.0,e5f4,3.0,0.0,1155,1162,0,0
80,qyreena,Imavilar,1612160839.0,e5f4,2.0,1.0,992,984,0,0
81,lolty,BigDungles,1612160884.0,e5f4,0.0,1.0,1005,1004,0,0
82,Qwixxda,mohamed_elkholy,1612161095.0,e5f4,6.0,1.0,1117,1173,0,0
83,haroldoceravolo,ofekcohen,1612161174.0,d7d6,10.0,1.0,1188,1160,0,0
84,skatz,BigDungles,1612161205.0,d7d6,0.0,0.0,975,1010,0,0
85,wahbi_97,jluna007,1612161297.0,e5f4,6.0,0.0,1096,1152,0,0
86,peachyshroom,z7z7z7z7z7,1612161464.0,f7f6,7.0,0.0,933,960,0,0
87,DaliEscobedo,miguelzb123,1612161489.0,g8f6,2.0,0.0,1021,1031,0,0
88,tomablaze,RangerM,1612161617.0,e5f4,2.0,1.0,864,856,0,0
89,sund03,LionKingman,1612161841.0,e5f4,0.0,1.0,1142,1143,0,0
90,chevelles101,lpoole44,1612161889.0,b8c6,0.0,1.0,1146,1184,0,0
91,BigDungles,CAGEBE,1612161911.0,g8f6,-2.0,0.0,998,946,0,2
92,Neasit,GLLR97,1612161929.0,b8c6,-2.0,1.0,1140,996,0,0
93,chadwicktouchdown,Qwixxda,1612162024.0,b8c6,0.0,1.0,1175,1132,0,0
94,eldar1993,wyatts,1612162126.0,d7d5,4.0,1.0,1096,1067,0,0
95,mike53,bre3zy,1612162369.0,e5f4,4.0,0.0,1187,1192,0,0
96,Hayley2020,trhchris1,1612162409.0,b8c6,1.0,1.0,1021,1095,0,0
97,mridho2828,mogojuy89,1612162697.0,e5f4,4.0,0.0,1071,1063,0,0
98,publice,Bartoszewski,1612162790.0,g8e7,1.0,1.0,954,908,0,0
99,SeeknDestroy611,mogojuy89,1612162851.0,e5f4,2.0,0.0,1098,1058,0,0
100,tokiodou,JokerSmile995,1612163009.0,e5f4,9.0,1.0,1078,1099,0,0
101,Dlenotti,checkmatred,1612163204.0,f7f5,3.0,0.0,1004,1007,0,0
102,varunkabbin,voxtristitiae,1612163234.0,f7f6,3.0,1.0,1152,1114,0,0
103,GlowZXC,bre3zy,1612163239.0,b8c6,3.0,0.0,1196,1188,0,0
104,spiroberg,SeeknDestroy611,1612163241.0,b8c6,1.0,0.0,1089,1103,0,0
105,Pikaheart,ownBlue-26,1612163653.0,e5f4,6.0,1.0,1157,1200,0,0
106,vhenrique1,saidto,1612163962.0,d7d6,1.0,1.0,1192,1177,0,0
107,iLCasino,fic2305,1612163967.0,g8f6,4.0,0.0,940,951,0,0
108,azeriguy,RwDi,1612164087.0,e5f4,3.0,0.5,1007,927,0,0
109,Pachini,bigelowf,1612164291.0,d7d6,3.0,0.0,997,969,0,0
110,ElsH70,merymaster,1612164304.0,e5f4,3.0,1.0,1133,1115,0,0
111,samynathan,jbm97,1612164540.0,e5f4,4.0,1.0,899,906,0,0
112,kchaus24,peacebreak3r,1612164578.0,e5f4,5.0,1.0,987,980,0,0
113,EserYurtsever,Hazmatic,1612164647.0,e5f4,2.0,1.0,890,911,0,0
114,dranex,Llenhard,1612164706.0,d7d6,4.0,0.0,1130,1176,0,0
115,signout142,kopmarcin,1612164789.0,e5f4,3.0,0.0,925,913,0,0
116,Harrison_Abraham,RwDi,1612164816.0,d8f6,2.0,1.0,829,926,0,0
117,JoeMarlin,Alekel,1612164879.0,d7d6,0.0,0.0,1010,962,0,0
118,spiroberg,itsbaggles,1612164946.0,b8c6,1.0,0.0,1120,1156,1,0
119,rockyburning,merymaster,1612165106.0,e5f4,1.0,1.0,1136,1121,0,0
120,midrange444,tsizzle10,1612165140.0,b8c6,2.0,0.0,1001,1028,0,0
121,Classy0,shaqfifty,1612165251.0,b8c6,2.0,1.0,1087,1061,0,0
122,Krakosha,rockytikkitavi715,1612165304.0,d7d6,2.0,1.0,1014,986,0,0
123,jfmontaneza,Puercoespin,1612165388.0,f8c5,2.0,1.0,1128,1162,0,0
124,Sasamus,bigelowf,1612165400.0,e5f4,1.0,0.0,1076,971,0,0
125,jmanheyman,linearmarlin,1612165409.0,d8e7,3.0,1.0,1105,1114,0,0
126,jcob1225,herodrigo,1612165610.0,d7d6,7.0,1.0,1199,1066,0,0
127,jamesj1993,Anderskak,1612165753.0,b8c6,-1.0,1.0,1017,972,0,0
128,Nino10,RacovA,1612165746.0,f8d6,5.0,0.0,1018,1000,0,0
129,rsc_aprendiz,ravithedad,1612165818.0,e5f4,3.0,1.0,1189,1187,0,0
130,CapnKirk,linearmarlin,1612166019.0,e5f4,0.0,0.0,1078,1114,0,0
131,ivaan_alfonzo,RacovA,1612166035.0,e5f4,22.0,1.0,881,985,0,0
132,Rishabh_a7da6,merymaster,1612166048.0,d7d6,4.0,0.0,1150,1127,0,0
133,Patunzio,Neithra,1612166088.0,e5f4,4.0,0.0,1079,1128,0,0
134,jagarlamudi51,Daddy_Wil,1612166258.0,b8c6,2.0,0.0,1176,1195,0,0
135,Russvii,MarcosGabriel17,1612166809.0,d7d6,-2.0,0.0,1062,1054,0,0
136,nash115,SchneeBlauchen,1612166906.0,f7f6,2.0,1.0,1051,1020,0,0
137,Bagasmin3bwi,TriXter1412,1612166909.0,e5f4,3.0,0.0,1102,1111,0,0
138,Akshay99Chess,rockytikkitavi715,1612166928.0,e5f4,8.0,1.0,866,988,0,0
139,cromz,rockytikkitavi715,1612166996.0,e5f4,7.0,0.0,981,992,0,0
140,Damn25,Law88,1612167148.0,b8c6,2.0,0.0,1132,1117,0,0
141,Yisus-Art,Karanrawat07,1612167242.0,e5f4,3.0,0.0,1118,1121,0,0
142,johnavenue,TheCongoMan,1612167408.0,d7d6,3.0,0.0,1059,1091,0,0
143,seyit1097,L_3115,1612167456.0,e5f4,3.0,0.0,900,889,0,0
144,dariodgp,brandonwi40,1612167549.0,b8c6,5.0,0.0,998,1078,0,0
145,TH-Lamperouge,teachm3,1612167561.0,e5f4,2.0,0.0,1019,1063,0,0
146,pbuka,rctdjz24,1612167588.0,f7f5,6.0,1.0,1051,1042,0,0
147,Astro-Fenix,teachm3,1612167674.0,b8c6,6.0,0.0,938,1057,0,0
148,polakoo7,rockytikkitavi715,1612167688.0,e5f4,3.0,0.0,866,994,0,0
149,Mrfatnips,ahmeddasuki12,1612167702.0,b8c6,2.0,1.0,911,895,0,0
150,Dieguito111,F2RIA,1612167817.0,b8c6,1.0,1.0,1178,1194,0,0
151,kaptan_singh,Alekel,1612167904.0,b8c6,0.0,0.0,915,953,0,0
152,Cae5ium,RacovA,1612167973.0,b8c6,6.0,1.0,913,982,0,0
153,dominatormark1,dariodgp,1612167973.0,e5f4,3.0,1.0,1004,1005,0,0
154,Tom-1,Sidharthc1507,1612168052.0,f8c5,-1.0,0.0,1157,1179,0,0
155,vishalnirmal,SheRheAmaz3,1612168048.0,e5f4,3.0,1.0,1062,1027,0,0
156,navite2000,tolgaxkarasux,1612168131.0,f7f6,3.0,1.0,1129,1145,0,0
157,Ocho_Novoa,GangeGreenGod,1612168517.0,e5f4,0.0,1.0,1095,1107,0,0
158,bilalgencay,avir87,1612168511.0,d7d6,-1.0,1.0,1009,1004,0,0
159,MARZAANN,Daddy_Wil,1612168544.0,e5f4,1.0,0.0,1162,1186,0,0
160,rodrigo25,Alexander_Segura,1612168553.0,e5f4,2.0,0.0,1041,1030,0,0
161,sreeteja,z7z7z7z7z7,1612168858.0,d7d6,1.0,1.0,913,947,0,0
162,clarenceG,bre3zy,1612168933.0,b8c6,7.0,1.0,1162,1165,0,0
163,And3ru_Anderson,RacovA,1612169095.0,b8c6,5.0,1.0,925,990,0,0
164,mridho2828,DuckballsTDC,1612169109.0,e5f4,0.0,1.0,1033,1028,1,0
165,JThomson,DuckballsTDC,1612169406.0,b8c6,6.0,1.0,1046,1034,0,0
166,gabs2001,tolgaxkarasux,1612169459.0,e5f4,2.0,1.0,1194,1147,0,0
167,OSCARGARRIDO,Daddy_Wil,1612169520.0,f7f6,6.0,1.0,1162,1191,0,0
168,Keltori,Balaram-das,1612169694.0,e5f4,2.0,0.0,844,896,0,0
169,ajhnjdsq,Daddy_Wil,1612169801.0,e5f4,1.0,1.0,1150,1196,0,0
170,aronik53,gopherlou,1612169806.0,e5f4,2.0,1.0,945,1098,0,0
171,ajhnjdsq,Daddy_Wil,1612170221.0,e5f4,1.0,1.0,1152,1194,1,0
172,abaum,nisioxa,1612170273.0,e5f4,6.0,1.0,1064,1120,0,0
173,wolfofcupertino,libertyvincent,1612170305.0,d7d6,1.0,1.0,1052,1074,0,0
174,mohamad60,chess_shire_cat,1612170305.0,b8c6,0.0,0.0,1094,1054,0,0
175,romany4_47,nisioxa,1612170402.0,d7d6,0.0,1.0,1153,1124,0,0
176,AM2002,midnightsnackclub,1612170463.0,b8c6,2.0,1.0,1085,1119,0,0
177,ZaphodUK,Jos_alc,1612170600.0,e5f4,2.0,0.0,888,869,0,0
178,EmericAEM,Addicted2Chess,1612170628.0,d8g5,0.0,1.0,1099,1167,0,0
179,pncet,chess_shire_cat,1612170645.0,e5f4,4.0,1.0,1025,1049,0,0
180,mrmeganight2u,Addicted2Chess,1612170734.0,f7f5,2.0,1.0,1164,1171,0,0
181,Dereckan,time4nathan,1612170743.0,e5f4,4.0,1.0,1049,1040,0,0
182,romany4_47,nisioxa,1612170839.0,e5f4,0.0,0.0,1153,1125,1,0
183,TheHurt,powersteejer,1612171455.0,f8c5,2.0,1.0,1084,1110,0,0
184,Den_Wes,the123_11-0,1612171499.0,b8c6,1.0,0.0,1063,1111,0,0
185,giulinogino,wargods15,1612171557.0,e5f4,0.0,0.0,894,900,0,0
186,shlomisa,palomamartins,1612171587.0,b8c6,6.0,1.0,1147,1027,0,0
187,Alvincalam07,spenceraaa,1612171851.0,f8d6,3.0,1.0,1177,1165,0,0
188,WoodenBedrock,mommakrabs,1612171965.0,b8c6,0.0,0.0,1025,992,0,0
189,Babachote,AlexTheFifth,1612172090.0,e5f4,0.0,0.0,1173,1114,0,0
190,CesarGmz,KAPANN,1612172114.0,e5f4,1.0,1.0,1110,1167,0,0
191,atulika,oxygen-YT,1612172260.0,d7d6,1.0,1.0,1199,1166,0,0
192,Brsgry,gerddwr,1612172312.0,e5f4,1.0,0.0,1127,1181,0,0
193,kreyol_97x,disunit,1612172466.0,e5f4,0.0,1.0,982,940,0,0
194,Rafapool,fadu94,1612172466.0,d7d6,1.0,0.0,1193,1189,0,0
195,jzephlennon,pkhanna095,1612172735.0,e5f4,4.0,1.0,929,832,0,0
196,sumit121413,MGD2001,1612172769.0,d7d6,0.0,1.0,1051,1156,0,0
197,MikeFrontliner,Iniguezm64,1612172915.0,f8d6,1.0,0.0,1093,1149,0,0
198,Jayton-Ayers,letif3103,1612172965.0,b8c6,5.0,1.0,987,946,0,0
199,g4mall,LinDunGuin,1612173076.0,e5f4,3.0,1.0,1169,1173,0,0
200,CalvinLloydDavisjr,pbhereandnow,1612173088.0,d7d6,2.0,1.0,1139,1171,0,0
201,San_moro,EobardThawneReal,1612173153.0,e5f4,2.0,1.0,1069,1127,0,0
202,Chozen_Won,jeremypax1,1612173228.0,d8e7,4.0,1.0,1076,1077,0,0
203,Shashank2212,elian99,1612173336.0,e5f4,4.0,0.0,1007,912,0,0
204,p3t4kon,MuhammadJesus,1612173583.0,e5f4,3.0,0.0,886,808,0,0
205,jarizo,Asena1071,1612173595.0,e5f4,6.0,0.0,981,982,0,0
206,AKINYI,therealslimshady472,1612173732.0,e5f4,7.0,0.0,1167,1197,0,0
207,Tranquilitaet,bre3zy,1612173996.0,b8c6,2.0,1.0,1190,1170,0,0
208,Badrish,hackpat01,1612174099.0,d7d6,10.0,0.0,1183,1141,0,0
209,babalooi,JustBeJeff,1612174128.0,e5f4,-1.0,0.0,1185,1175,0,0
210,NthJeff,Satishmaraboina,1612174250.0,e5f4,1.0,1.0,1096,1172,0,0
211,Leafscrub,jossian,1612174342.0,f7f6,3.0,1.0,1138,1093,0,0
212,amgik,Llu4,1612174474.0,f7f5,2.0,1.0,1011,1131,0,0
213,CARLOS_PAREDES_6LIN,pkhanna095,1612174502.0,f7f6,16.0,0.0,1012,849,0,0
214,DevilMayDie,Teguhbudi9802,1612174586.0,e5f4,1.0,1.0,1170,1200,0,0
215,Nader3331,bre3zy,1612174593.0,e5f4,5.0,1.0,1063,1182,0,0
216,Inni60,Rtw6095,1612174750.0,e5f4,16.0,0.0,867,846,0,0
217,islam20081979,hackpat01,1612174846.0,d7d6,1.0,0.0,1153,1143,0,0
218,Noobmaster20,knightc0,1612174897.0,e5f4,2.0,1.0,1098,1113,0,0
219,DrAbad,jossian,1612174990.0,e5f4,5.0,1.0,1032,1094,0,0
220,yildizeli,knightc0,1612175007.0,e5f4,2.0,1.0,1002,1119,0,0
221,hof4711,JohnWesleyW,1612175039.0,b8c6,3.0,0.0,1137,1143,0,0
222,SAARNER,Krrish_chess,1612175118.0,d7d6,3.0,0.0,1117,1138,0,0
223,Endokbosok,dragonik420,1612175128.0,d7d6,4.0,0.0,1084,1166,0,0
224,Jjones2020,dragonik420,1612175202.0,d7d6,6.0,1.0,1137,1159,0,0
225,Vipul333,Endokbosok,1612175206.0,d7d6,3.0,0.0,1006,1094,0,0
226,Falataratana,therealslimshady472,1612175221.0,d7d6,3.0,1.0,1117,1199,0,0
227,Backpropagated,knightc0,1612175258.0,b8c6,4.0,0.0,987,1116,0,0
228,Anoymnuos,imortalchess10,1612175526.0,d8h4,5.0,1.0,1072,1120,0,0
229,DauletalievT,Iniguezm64,1612175528.0,b8c6,-2.0,1.0,1172,1138,0,0
230,dani_destroyer,Bergkampbest10,1612175799.0,e5f4,1.0,0.0,1137,1125,0,0
231,Xero209,Zhyrtamsrazy,1612176173.0,e5f4,-1.0,1.0,971,1017,0,0
232,ishalabhishek,hackpat01,1612176271.0,e5f4,1.0,0.0,1110,1143,0,0
233,ddbell,MGD2001,1612176376.0,e5f4,1.0,0.0,1167,1154,0,0
234,KevinMcS,EobardThawneReal,1612176551.0,e5f4,1.0,1.0,1147,1139,0,0
235,atharvan2008,KAPANN,1612176567.0,e5f4,1.0,0.0,1156,1154,0,0
236,Khirul25,Zhyrtamsrazy,1612176574.0,g8f6,0.0,0.0,1023,1016,0,0
237,deimyts,ojsienes,1612176613.0,e5f4,4.0,0.0,1032,1128,0,0
238,eferrieder,Llu4,1612176699.0,f8d6,15.0,1.0,1089,1135,0,0
239,Rex-killer,therealslimshady472,1612176727.0,f7f6,3.0,0.0,1184,1192,0,0
240,nobl_friend,bigelowf,1612176771.0,b8c6,-2.0,1.0,995,972,0,0
241,ahmadnafe,edgamanuel,1612177009.0,f8c5,1.0,0.0,1172,1165,0,0
242,glargawoink,JoshDaSilva,1612177155.0,d7d6,2.0,0.0,881,1013,0,0
243,amiriros2,Ghooda,1612177318.0,b8c6,4.0,1.0,1125,1173,0,0
244,santhu9001,dutchboypa,1612177365.0,e5f4,3.0,1.0,975,1062,0,0
245,RagingPigeon,DrunkHoneybadger,1612177405.0,e5f4,2.0,1.0,854,885,0,0
246,RajveerGrover,GuteLeben,1612177421.0,e5f4,11.0,0.0,1034,1021,0,0
247,JonusE,Abhinandan17,1612177645.0,e5f4,0.0,1.0,891,840,0,0
248,genevieve28,edgamanuel,1612177766.0,e5f4,1.0,1.0,1191,1164,0,0
249,XanderXR,waleke,1612177784.0,f7f6,1.0,0.0,987,997,0,0
250,QueenGambit1337,dutchboypa,1612177785.0,d7d6,14.0,0.5,1150,1067,0,0
251,PAVMK,JuiceChess,1612177806.0,f7f6,5.0,1.0,1199,1133,0,0
252,AMZUNIGA,clckz,1612177829.0,f7f6,3.0,0.0,976,986,0,0
253,Longue,DrunkHoneybadger,1612177830.0,d7d6,5.0,1.0,857,882,0,0
254,Wanki-Tanki,JaidityaChess,1612177928.0,e5f4,2.0,0.5,1022,1008,0,0
255,emilionicolas11,LBC01,1612178020.0,b8c6,4.0,0.0,889,889,0,0
256,CosmeBoisset,Rudolf_Abel,1612178383.0,b8c6,0.0,0.0,981,958,0,0
257,swoops,grandservant,1612178402.0,e5f4,1.0,1.0,1109,1091,0,0
258,RuSm,ahmadeus,1612178565.0,e5f4,1.0,1.0,1122,1195,0,0
259,Karstarck,Rudolf_Abel,1612178787.0,b8c6,1.0,0.0,966,953,0,0
260,spiroberg,FilthyDeviant,1612178795.0,b8c6,1.0,0.0,1125,1149,2,0
261,Speciemtc,ELREDEM12,1612178820.0,b8c6,1.0,0.0,1191,1199,0,0
262,Lovhii,bmosher,1612179087.0,e5f4,2.0,0.0,1076,1035,0,0
263,adnanunlu,Rudolf_Abel,1612179359.0,g8f6,0.0,1.0,1087,956,0,0
264,lgxmn,Greengerty,1612179468.0,e5f4,4.0,0.0,1088,1095,0,0
265,JaiRavind,blitzcrank16,1612179516.0,g8f6,-1.0,0.0,1168,1155,0,0
266,kwaykway,fezter,1612179662.0,e5f4,3.0,1.0,1094,1110,0,0
267,ChessPlayer1237_B,kelvin_the_supreme,1612179703.0,e5f4,1.0,1.0,1040,998,0,0
268,MysteryMage,Aladin12345,1612179737.0,b8c6,0.0,0.0,1098,1111,0,0
269,BorisKartal,fortypercent,1612179745.0,b8c6,4.0,0.0,1069,938,0,0
270,lilymzh,Otbidden,1612179779.0,d7d6,1.0,1.0,871,1013,0,0
271,adnanunlu,Rudolf_Abel,1612179803.0,g8f6,0.0,0.0,1072,972,1,0
272,Kader66,High_And_Fly,1612179919.0,d7d6,0.0,1.0,975,992,0,0
273,sedattas33,Otbidden,1612180164.0,d8h4,2.0,0.0,1021,1017,0,0
274,walt12,Judah12,1612180505.0,e5f4,1.0,1.0,999,879,0,0
275,KILLERSHARK888,dutchboypa,1612180572.0,e5f4,3.0,0.0,1066,1036,0,0
276,shehab_qasem,lakvak,1612180593.0,d7d6,1.0,1.0,1123,1181,0,0
277,rasimb0t,juanibm,1612180677.0,e5f4,-1.0,0.0,1105,1154,0,0
278,Xero209,mryildiz,1612180790.0,b8c6,-2.0,0.0,947,1008,1,0
279,joelgm87,armaanotaal2000,1612180918.0,e5f4,3.0,1.0,1161,1187,0,0
280,Psyfo,gckhan,1612181150.0,e5f4,13.0,1.0,1103,1095,0,0
281,xs22,Abhinandan17,1612181155.0,d7d6,3.0,1.0,899,938,0,0
282,kisaseraya,Woosa,1612181216.0,e5f4,2.0,0.0,1158,1169,0,0
283,ElPasta,dutchboypa,1612181421.0,b8c6,2.0,1.0,952,1025,0,0
284,negativesleeper,Fliptucket,1612181451.0,b8c6,-1.0,1.0,897,1012,0,0
285,jesterdesoacido,Nenya42,1612181548.0,e5f4,0.0,0.0,915,906,0,0
286,gsrk1,aydinkose,1612181726.0,e5f4,1.0,1.0,892,993,0,0
287,MOBIN-1386,AndrewWatters,1612181786.0,e5f4,2.0,0.0,1181,1106,0,0
288,pulo85,Fliptucket,1612181818.0,e5f4,4.0,1.0,1029,1027,0,0
289,Kippedeluxe,enedue,1612181818.0,d7d5,4.0,1.0,996,1026,0,0
290,okcinek,happybeginning,1612181834.0,b8c6,3.0,1.0,1129,1153,0,0
291,elCucoMaster,dutchboypa,1612181840.0,b8c6,3.0,0.0,1108,1029,0,0
292,seyyitahmet,Brangino,1612182073.0,e5f4,2.0,0.0,1057,1028,0,0
293,Sofiaan,imortalchess10,1612182077.0,f7f5,4.0,0.0,1062,1119,0,0
294,Georgios99,goodgoodluck,1612182134.0,e5f4,0.0,0.0,1189,1160,0,0
295,Koroshkh,AlexB84,1612182165.0,f8c5,1.0,0.0,1118,1051,0,0
296,pulo85,Fliptucket,1612182330.0,d7d6,2.0,0.0,1029,1027,1,0
297,GangeGreenGod,ANDREWISBACK,1612182632.0,f8c5,19.0,0.0,1102,1061,0,1
298,TjureLohse,mminjares,1612182647.0,e5f4,3.0,0.0,954,903,0,0
299,Gromillooo,falcon1201,1612182742.0,b8c6,5.0,0.0,1155,1143,0,0
300,Mayotina,Gryblitho,1612182782.0,e5f4,2.0,1.0,1169,1161,0,0
301,xfurkn,dragonik420,1612182828.0,e5f4,1.0,1.0,1104,1159,0,0
302,Gopu07,armaanotaal2000,1612182884.0,b8c6,0.0,0.0,1177,1183,0,0
303,Serg1_-_1,bigelowf,1612183010.0,f8d6,5.0,0.0,899,979,0,0
304,FLYYYYX,fibanocci,1612183067.0,b8c6,7.0,1.0,1038,1110,0,0
305,mahir385853,Julianh67,1612183058.0,f7f6,8.0,0.0,1178,1191,0,0
306,falkertyre,Karanrawat07,1612183224.0,d7d6,1.0,0.0,1023,1115,0,0
