,black,white,start_time,fourthmove,rt,result,blackelo,whiteelo,num_black_games,num_white_games
22,ALFAAAAAAAA,ZiLLa87,1614576868.0,e5f4,5.0,1.0,1168,1116,0,0
23,agustin_luna,SoccerGod54,1614576868.0,d7d6,-1.0,1.0,1032,1190,0,0
24,itstenchy,Haddadinator,1614576920.0,e5f4,-1.0,1.0,1033,994,0,0
25,NewPlayerXp,mi_r4pp,1614576971.0,g8f6,0.0,0.0,983,882,0,0
26,TotallyRadBrad,Tecnoch,1614577038.0,e5f4,1.0,1.0,1013,868,0,0
27,Chank77,jfn5052,1614577039.0,e5f4,2.0,0.0,1147,1125,0,0
28,kidcincinatti,S7ZONA,1614577040.0,e5f4,3.0,1.0,1185,1178,0,0
29,ipodcrashdummy,FilthyDeviant,1614577062.0,b8c6,1.0,1.0,1094,1141,0,0
30,lilprincess302,SoccerGod54,1614577249.0,d7d5,1.0,1.0,1116,1190,0,0
31,grayllama,rehanmelwani,1614577254.0,e5f4,1.0,1.0,1182,1184,0,0
32,ksdo,AlexanderPoma,1614577446.0,d8e7,3.0,0.0,1167,1192,0,0
33,tomaar,RoryRules,1614577578.0,e5f4,3.0,1.0,981,1001,0,0
34,Schneiz22,cmanouras123,1614577605.0,d8h4,6.0,1.0,992,1046,0,0
35,Anil746,bulus_sakti,1614577714.0,d7d5,2.0,0.0,1099,1090,0,0
36,Marcdubious,tsilitsilitsili,1614577732.0,e5f4,7.0,0.0,1066,1076,0,0
37,Pinkepantoffel,sirfemirx,1614577752.0,e5f4,4.0,0.0,1163,1168,0,0
38,Adan_del_Real,jfn5052,1614577764.0,d8f6,3.0,0.0,1054,1119,0,0
39,Maribel1827,Haddadinator,1614577830.0,f7f6,6.0,0.0,906,1001,0,0
40,LilMusky420,DuckballsTDC,1614577855.0,e5f4,0.0,0.0,1058,1016,0,0
41,ferhatdgr,mrchess0100,1614577862.0,e5f4,4.0,0.0,1160,1145,0,0
42,emac91,McChode_With_Cheese,1614578003.0,b8c6,0.0,0.5,1065,1167,0,0
43,justatower,Drunkmonkeystyle,1614578007.0,f8c5,1.0,1.0,838,834,0,0
44,santaclaus88,RobinSaikou,1614578142.0,e5f4,2.0,1.0,1166,1121,0,0
45,okorvo,QJ187,1614578208.0,e5f4,1.0,0.0,1083,1154,0,0
46,ProudNoob1,mebmebmebmeb,1614578217.0,d7d6,4.0,1.0,1194,1198,0,0
47,Roy15Moq,KochamPiS,1614578222.0,g8f6,0.0,1.0,833,952,0,0
48,iqmalnasir,McChode_With_Cheese,1614578365.0,e5f4,1.0,1.0,1161,1165,0,0
49,daivik,chess_suxD,1614578423.0,e5f4,2.0,1.0,1070,1039,0,0
50,Gubbington,Andre_Pacheco,1614578449.0,b8c6,5.0,0.5,1040,939,0,0
51,cleiton_steinbach,catarininha,1614578489.0,d7d6,3.0,0.0,977,1126,0,0
52,greenchronic94,skitoner,1614578565.0,d7d6,2.0,0.0,981,950,0,0
53,benjaminulloag,EstebanVII,1614578643.0,d7d6,0.0,0.0,1159,1147,0,0
54,kongkaiju,rockytikkitavi715,1614578703.0,e5f4,2.0,1.0,1004,994,0,0
55,samanthajay,Haddadinator,1614578704.0,e5f4,-1.0,0.0,981,988,0,0
56,filibertopancracio,sirfemirx,1614578782.0,g8f6,-1.0,0.0,1143,1153,0,0
57,HermannRock,Afsith,1614578894.0,f8c5,2.0,0.0,1019,995,0,0
58,Baturangan,Batuhan0701,1614578906.0,e5f4,3.0,0.0,1015,1021,0,0
59,dionysos101,Lusche321,1614579132.0,b8c6,3.0,0.0,1040,1039,0,0
60,rad_ha,pawntradingisfine,1614579196.0,e5f4,0.0,1.0,1052,1067,0,0
61,Xiphos71,Saleh10,1614579241.0,e5f4,2.0,1.0,1160,1170,0,0
62,NachoBJ,bulus_sakti,1614579234.0,b8c6,4.0,1.0,1095,1082,0,0
63,Guerrero1,Brnm,1614579284.0,b8c6,0.0,1.0,1086,1144,0,0
64,mateinsix,rockytikkitavi715,1614579284.0,f7f6,4.0,1.0,996,1001,0,0
65,LuisCobo,Tryglia,1614579349.0,d8f6,1.0,1.0,1179,1189,0,0
66,NilesAuran,magnusnn,1614579439.0,e5f4,4.0,0.0,1159,1151,0,0
67,Chanthony1,sirfemirx,1614579525.0,b8c6,0.0,1.0,1159,1142,0,0
68,PRAEVENSTEVESCHLAG,LenonCD,1614579542.0,e5f4,1.0,0.0,1176,1192,0,0
69,Sherhan_22,Lusche321,1614579715.0,d7d5,5.0,1.0,1001,1040,0,0
70,kenny54,MrBluesky09,1614579743.0,f7f6,2.0,1.0,1150,1179,0,0
71,RonallO,magnusnn,1614579747.0,b8c6,-1.0,0.0,1139,1150,0,0
72,anotheroldguy,cmanouras123,1614579846.0,d7d6,9.0,0.0,1025,1052,0,0
73,sikip7,Andre_Pacheco,1614579857.0,e5f4,2.0,1.0,903,943,0,0
74,qdrNEDKELLY,kboxerpete,1614579941.0,b8c6,0.0,0.5,1077,1030,0,0
75,Mattyzed,actinidia,1614579941.0,e5f4,1.0,1.0,1015,1014,0,0
76,plpholditdown,herodrigo,1614579998.0,f7f5,2.0,1.0,976,1017,0,0
77,PositionalPiru,gopherlou,1614580018.0,d7d5,4.0,1.0,1097,1095,0,0
78,ProperRasta,Hober_Chess2020,1614580108.0,g8f6,2.0,1.0,808,885,0,0
79,Lusche321,bozukcar,1614580170.0,e5f4,3.0,0.0,1045,854,0,2
80,theThinkingman,rockytikkitavi715,1614580305.0,e5f4,2.0,1.0,1064,1027,0,0
81,DiddlyDiddly,herodrigo,1614580321.0,g8f6,3.0,0.0,1030,1022,0,0
82,othondocaralho,masonderulo2012,1614580492.0,b8c6,0.0,1.0,1019,1006,0,0
83,Warchariot,sontagwoj,1614580516.0,e5f4,0.0,1.0,1053,1167,0,0
84,dmattia13,sirfemirx,1614580670.0,e5f4,1.0,1.0,1051,1026,0,0
85,Reyan00000,cruzxo,1614580808.0,d7d6,3.0,0.0,1055,956,0,0
86,mcaminear,itsemlyn,1614580899.0,b8c6,0.0,1.0,1079,1063,0,0
87,SamsChess,rockytikkitavi715,1614580935.0,e5f4,2.0,1.0,1050,1033,0,0
88,Droppel27,magnusnn,1614580977.0,b8c6,11.0,1.0,1081,1131,0,0
89,ErikStorebo,gopherlou,1614581059.0,e5f4,3.0,1.0,1128,1091,0,0
90,AbbasSarmaSti,cmanouras123,1614581089.0,d7d6,4.0,0.0,1075,1051,0,0
91,x5iVEACE,masonderulo2012,1614581754.0,d7d5,5.0,1.0,1078,996,0,0
92,prem6088,P1811jnc,1614581876.0,d7d6,5.0,1.0,1080,1100,0,0
93,Hashad,MasKrector,1614582016.0,d8e7,5.0,1.0,1120,1127,0,0
94,yoyo1958,leolucas16,1614582137.0,d7d6,0.0,1.0,1190,1195,0,0
95,Gorkem91,Dontbreath,1614582284.0,e5f4,0.0,0.0,1080,1144,0,0
96,AbelAugusto,Osvaldera,1614582325.0,e5f4,1.0,1.0,1058,956,0,0
97,Oldmandan,JayantKumarMajhi,1614582541.0,e5f4,2.0,1.0,1088,1080,0,0
98,le_french,gopherlou,1614582556.0,e5f4,1.0,1.0,1193,1108,0,0
99,alfredomorales2808,Bandot_123,1614582750.0,b8c6,8.0,0.0,1169,1119,0,0
100,Mega314,Curio88,1614582860.0,e5f4,3.0,1.0,935,910,0,0
101,Leleestevam,S7ZONA,1614582944.0,d7d6,3.0,0.0,1181,1178,0,0
102,BigCountry3,ravithedad,1614582982.0,e5f4,3.0,1.0,1148,1129,0,0
103,GirlofIpanema,Kerrdawg,1614583107.0,b8c6,7.0,1.0,1065,984,0,0
104,mitboi,Dayalan,1614583216.0,f8d6,0.0,0.0,984,1021,0,0
105,Ziehen,SGTzvkWS,1614583376.0,b8c6,5.0,1.0,1129,1155,0,0
106,DaliEscobedo,BenOnGfuel,1614583433.0,b8c6,2.0,1.0,1086,1071,0,0
107,Stasab,EzraYogya,1614583485.0,b8c6,4.0,1.0,961,1004,0,0
108,ebaez57,juanibm,1614583528.0,f7f6,0.0,1.0,993,1119,0,0
109,Rainha-y,SchwiftyAT,1614583675.0,h7h5,1.0,1.0,1005,1099,0,0
110,Halangi7,Arthur-Junqueira,1614583772.0,e5f4,0.0,0.0,1162,1125,0,0
111,mrhide,Brnm,1614583896.0,e5f4,1.0,1.0,1147,1132,0,0
112,BenJiCLT,Tecnoch,1614584033.0,d7d6,1.0,1.0,970,898,0,0
113,tolgatubek,Jotarowsky,1614584047.0,f7f6,2.0,1.0,1128,1133,0,0
114,C73933947JOEL,thomas_the_herborist,1614584159.0,d8h4,5.0,1.0,1129,1123,0,0
115,Dreamcatcher81,Dontbreath,1614584608.0,d7d5,2.0,0.0,1131,1143,0,0
116,P_001,thomas_the_herborist,1614585546.0,b8c6,8.0,0.0,1120,1135,0,0
117,L19-10-2002,onerook,1614585560.0,d7d6,5.0,0.5,1088,1097,0,0
118,HENRICO14,georgekol8,1614585604.0,d7d6,3.0,0.5,1138,1184,0,0
119,Juan_cito22,Saransh_33,1614585853.0,f8c5,1.0,0.0,1009,980,0,0
120,Khagauldav,Tryglia,1614585891.0,b8c6,2.0,0.0,1141,1193,0,0
121,Alfilorey,ZermatismYeti,1614586007.0,b8c6,-1.0,0.0,1187,1129,0,0
122,soloaga,VICKY1987,1614586035.0,d7d5,9.0,0.0,1181,1166,0,0
123,dkbchess,Tryglia,1614586067.0,e5f4,2.0,0.0,1153,1186,0,0
124,l___Aaron___l,Khagauldav,1614586188.0,e5f4,2.0,1.0,1136,1141,0,0
125,Rouille,Astenosferico1,1614586189.0,b8c6,2.0,1.0,998,992,0,0
126,memish,Mos2d,1614586481.0,e5f4,3.0,1.0,968,966,0,0
127,Abhijitjoshi,katsufiend,1614586698.0,e5f4,2.0,1.0,1041,983,0,0
128,AdrianSotelo14,ShubhamJagtap,1614586757.0,f7f6,1.0,0.0,1173,1166,0,0
129,big_OL_donks,Meruem007,1614586770.0,d7d6,5.0,0.0,920,865,0,0
130,Drorodriguez,AkonSpank,1614586866.0,f7f6,3.0,0.0,1021,960,0,0
131,Mattyzed,DuckballsTDC,1614587075.0,e5f4,1.0,1.0,1004,989,1,0
132,FTakata,pphoenixx,1614587096.0,f7f6,0.0,1.0,1098,1186,0,0
133,saile79,DuckballsTDC,1614587316.0,d7d6,4.0,0.0,854,995,0,0
134,KurtCocaine,moroz_original,1614587346.0,e5f4,2.0,1.0,837,898,0,0
135,bluewolves,sleeperman,1614587420.0,f7f6,1.0,1.0,1090,1143,0,0
136,benpanepento,always_and_forever,1614587438.0,g8f6,2.0,0.0,870,867,0,0
137,estemesa,Meruem007,1614587523.0,e5f4,6.0,0.0,831,866,0,0
138,MongoMarvin,juanibm,1614587984.0,b8c6,-1.0,1.0,1180,1123,0,0
139,Joel45_72,eltionacho,1614588005.0,b8c6,5.0,1.0,1127,1121,0,0
140,Yrk_kaushik,AtandraRay,1614588043.0,e5f4,3.0,1.0,1002,988,0,0
141,bandengdarjo,kopmarcin,1614588372.0,e5f4,2.0,0.0,1032,1056,0,0
142,cheese_wheel,juanibm,1614588459.0,b8c6,2.0,1.0,1054,1130,0,0
143,deleriam,always_and_forever,1614588652.0,d7d6,3.0,0.0,969,866,0,0
144,thevoice102,powersteejer,1614589019.0,g8f6,0.0,0.0,989,1102,0,0
145,hai01,powersteejer,1614589105.0,e5f4,1.0,0.0,1116,1095,0,0
146,danh2020,Matrix146,1614589192.0,e5f4,3.0,0.0,1165,1189,0,0
147,naser13462580,Dayalan,1614589265.0,e5f4,3.0,0.0,1022,1003,0,0
148,sidomaster,noob123456789066,1614589317.0,d7d6,4.0,1.0,992,1030,0,0
149,soloaga,rehanmelwani,1614589448.0,f7f6,0.0,0.0,1197,1195,1,0
150,manda0001,papuchess,1614589464.0,b8c6,5.0,0.0,1093,1186,0,0
151,Not_Lex_Luthor,bailfoy,1614589568.0,d7d6,3.0,1.0,1028,1041,0,0
152,sergey111182,Bongcloudxxx,1614589772.0,f7f5,7.0,0.0,1131,1144,0,0
153,JaimeR7,eu_dudu,1614589792.0,b8c6,0.0,1.0,1013,1030,0,0
154,Victorious999,gregoryhayes2020,1614589925.0,b8c6,3.0,1.0,1100,1106,0,0
155,dariodgp,Bongcloudxxx,1614589983.0,e5f4,4.0,1.0,1051,1136,0,0
156,Mutagk,milestgg,1614590219.0,b8c6,4.0,1.0,1034,1053,0,0
157,kadisnew,miikee,1614590409.0,e5f4,8.0,0.0,1174,1167,0,0
158,RQ_D2,S7ZONA,1614590467.0,e5f4,1.0,1.0,1097,1152,0,0
159,Emmick,Bongcloudxxx,1614590850.0,e5f4,2.0,1.0,1192,1134,0,0
160,MChamp12,Matrix146,1614590870.0,d7d5,5.0,0.0,1146,1184,0,0
161,Sly_Manilla,chess_shire_cat,1614590924.0,e5f4,1.0,0.0,1000,1014,0,0
162,acgm1960,EstebanVII,1614591041.0,b8c6,2.0,0.0,1184,1123,0,0
163,TidyCamp,bstchld,1614591122.0,f7f6,5.0,0.0,969,1013,0,0
164,dejyx,powersteejer,1614591145.0,d7d6,3.0,1.0,1146,1081,0,0
165,Sarves_1519,arete_grace,1614591179.0,b8c6,-2.0,1.0,1029,1021,0,0
166,debasish2020,luferPG2007,1614591431.0,e5f4,3.0,1.0,1055,1080,0,0
167,Naviii_17,B_eaver,1614591480.0,g8f6,-2.0,1.0,1166,1186,0,0
168,etamala17,Drunkmonkeystyle,1614591517.0,b8c6,3.0,1.0,853,868,0,0
169,Peter_Elov,Pamietap22,1614591523.0,e5f4,6.0,1.0,1083,1071,0,0
170,acgm1960,EstebanVII,1614591525.0,b8c6,2.0,1.0,1193,1114,1,0
171,anthony_abogado21PWD,IcyHot123,1614591707.0,d7d6,6.0,1.0,1105,1170,0,0
172,newballs,noobynoobnoob,1614591716.0,e5f4,0.0,0.0,945,937,0,0
173,mriveralee,EstebanVII,1614591879.0,d7d6,1.0,0.0,1137,1121,0,0
174,hentch,Bongcloudxxx,1614591936.0,e5f4,3.0,0.0,1154,1157,0,0
175,holowa,SubaDivakaran,1614592048.0,e5f4,1.0,1.0,1054,1056,0,0
176,TJ_11,avk013,1614592126.0,e5f4,3.0,1.0,1139,1160,0,0
177,Vishhh_99,MikhailTAL2007,1614592227.0,d7d5,2.0,1.0,876,1022,0,0
178,billyw4321,Bongcloudxxx,1614592240.0,f7f5,1.0,1.0,1169,1158,0,0
179,TanzeemAhmed,Balaram-das,1614592298.0,e5f4,4.0,0.0,921,827,0,0
180,Mhaase70,masonderulo2012,1614592303.0,b8c6,0.0,0.0,1021,1009,0,0
181,jcknud14,throwbro,1614592353.0,g8f6,1.0,1.0,1199,1147,0,0
182,Kader66,FrancoCalcina999,1614592375.0,e5f4,6.0,0.0,955,998,0,0
183,alexb321,Random_Panda,1614592406.0,e5f4,1.0,1.0,1062,1149,0,0
184,ffalcon31415,EstebanVII,1614592437.0,e5f4,0.0,1.0,980,1122,0,0
185,tanvir16084,Drunkmonkeystyle,1614592527.0,f7f6,2.0,1.0,833,896,0,0
186,Hanzala_Saiyed,arete_grace,1614592572.0,d7d6,3.0,0.0,1042,1042,0,0
187,Ironmark,Bongcloudxxx,1614592802.0,e5f4,5.0,1.0,1118,1165,0,0
188,asanbay,throwbro,1614592924.0,d8h4,1.0,1.0,1137,1159,0,0
189,Mahanmoeini,vrajrup99,1614593064.0,g8f6,0.0,1.0,942,807,0,0
190,Altair39,nuuup,1614593072.0,b8c6,-1.0,0.0,1151,1167,0,0
191,zhanna5,kursatyildiz2006,1614593364.0,e5f4,0.0,0.0,1126,1184,0,0
192,josh1102,blaznspadz,1614593536.0,e5f4,1.0,0.0,1131,1114,0,0
193,Aman955,goldmill,1614593540.0,d7d6,1.0,1.0,1188,1185,0,0
194,hikitori55,rpenate313,1614593645.0,e5f4,2.0,1.0,1049,1096,0,0
195,Silverio1,Bongcloudxxx,1614593850.0,b8c6,0.0,0.0,1177,1154,0,0
196,Arnabranjan,FrancoCalcina999,1614594038.0,b8c6,31.0,0.0,1061,978,0,0
197,Teodorok,Jbeezy9,1614594074.0,e5f4,2.0,0.0,910,869,0,0
198,lllLNDlll,sulaimanov,1614594151.0,e5f4,4.0,0.0,1073,1124,0,0
199,MikelAntton,Brocidon,1614594204.0,g8f6,0.0,1.0,973,945,0,0
200,edmond23,abdelkhalk,1614594403.0,d8f6,1.0,0.0,1142,1131,0,0
201,Hashad,YayerSonOfMagnus1,1614594502.0,d8e7,5.0,1.0,1092,1139,1,0
202,RastamanSongs,marxalb,1614594876.0,b8c6,3.0,0.0,984,959,0,0
203,the_misha,etmaya,1614594895.0,f7f6,3.0,0.0,875,924,0,0
204,albertdad,not-magnuscarlsen,1614594900.0,b8c6,-1.0,0.0,1092,1150,0,0
205,Marckusanton,MrMara,1614594948.0,e5f4,2.0,1.0,1033,1013,0,0
206,saeidhemati1367,madiskitz,1614595051.0,e5f4,3.0,0.0,1040,1007,0,0
207,Kolahka,micdp,1614595092.0,e5f4,3.0,1.0,1165,1120,0,0
208,nurlybekmyrzabekov,A-h-m-a-d,1614595239.0,e5f4,10.0,1.0,881,1057,0,0
209,chesstastic55,Bongcloudxxx,1614595419.0,e5f4,1.0,1.0,1184,1156,0,0
210,PRASHANT079,kboxerpete,1614595455.0,d7d5,1.0,1.0,965,1031,0,0
211,Rachmaninox,osmancnrbsgl,1614595466.0,e5f4,1.0,1.0,1148,1150,0,0
212,minasaro,bailfoy,1614595457.0,b8c6,4.0,0.0,1019,1051,0,0
213,blackdeniz,Hseabra,1614595472.0,d7d6,2.0,0.0,1092,1093,0,0
214,avatar5623,norked,1614595681.0,e5f4,0.0,0.0,1087,1135,0,0
215,labelka,Bongcloudxxx,1614595810.0,e5f4,6.0,0.0,1170,1162,0,0
216,jayaghosh,goldmill,1614595902.0,e5f4,0.0,1.0,1155,1180,0,0
217,Mercenary12,Nolovader,1614596072.0,e5f4,4.0,1.0,1109,1182,0,0
218,fahkinACES,marxalb,1614596086.0,e5f4,3.0,1.0,1035,951,0,0
219,hayden_nursalim,Hseabra,1614596270.0,d8f6,5.0,1.0,1059,1078,0,0
220,albertdad,Woosa,1614596367.0,b8c6,0.0,0.0,1101,1146,1,0
221,leeyen,marxalb,1614596367.0,b8c6,1.0,0.0,875,959,0,0
222,Yizhe0109,Aniruddhsinh_Zala,1614596372.0,e5f4,1.0,0.0,1166,1145,0,0
223,Marckusanton,Saleh10,1614596384.0,e5f4,1.0,1.0,988,1148,1,0
224,Abeltheodo,kuttakoilasamayrai,1614596407.0,e5f4,2.0,1.0,819,832,0,0
225,Ranatanata,LuciosGross,1614596440.0,g8f6,6.0,1.0,1131,1156,0,0
226,Hearthquake,GlaveX,1614596542.0,d7d5,15.0,1.0,1088,994,0,0
227,Grigoriy_polovinkin,persia976,1614596567.0,d7d5,2.0,0.0,1095,1089,0,0
228,Lthmm,FloSch13,1614596582.0,e5f4,2.0,0.0,1140,1156,0,0
229,JANCIV,Capitandelafragata,1614596791.0,b8c6,2.0,1.0,1163,1180,0,0
230,chesstastic55,the81artvin,1614596885.0,e5f4,1.0,1.0,1191,1193,1,0
231,tarik_taha,persia976,1614596993.0,e5f4,7.0,0.0,1081,1078,0,0
232,la-bulle,MSAKATKAR,1614596997.0,e5f4,0.0,0.0,1162,1195,0,0
233,Tutozero,theStupendo,1614597216.0,e5f4,4.0,1.0,1171,1163,0,0
234,mr_mh101,blekeys,1614597235.0,e5f4,0.0,0.0,867,920,0,0
235,labelka,theStupendo,1614597239.0,d7d6,5.0,0.5,1181,1169,1,0
236,sane,Hseabra,1614597569.0,e5f4,3.0,1.0,1085,1070,0,0
237,mitryus,Arvi1989,1614597572.0,b8c6,1.0,0.0,935,923,0,0
238,Hseabra,Zap1,1614597719.0,e5f4,4.0,0.0,1076,1116,0,3
239,DcSlayer,theStupendo,1614597748.0,e5f4,3.0,0.0,1193,1175,0,0
240,whileplayclass,Raunak027,1614597828.0,b8c6,0.0,0.0,966,1116,0,0
241,Kolahka,micdp,1614597859.0,e5f4,2.0,0.0,1163,1144,1,0
242,Anandselvasekaran,TanayMohite,1614598008.0,e5f4,1.0,0.0,889,887,0,0
243,Deminiak,Mohammed-S-M,1614598108.0,d7d6,4.0,1.0,966,977,0,0
244,He1senberg125,nicolasbozza,1614598281.0,b8c6,0.0,1.0,823,1048,0,0
245,mmiikk,Lion-G,1614598341.0,b8c6,0.0,1.0,1093,1072,0,0
246,slamwell,Star95,1614598536.0,g8f6,3.0,1.0,964,1031,0,0
247,Ashish_0710,theStupendo,1614598557.0,e5f4,1.0,0.0,1182,1169,0,0
248,AkshayKangude,victorBirath,1614598574.0,e5f4,3.0,0.0,1167,1155,0,0
249,IvanTv,vaz-k1,1614598664.0,d7d6,1.0,1.0,1123,1142,0,0
250,hayden_nursalim,micdp,1614598833.0,d8f6,2.0,0.0,1066,1134,1,0
251,justmerrez,kg2604,1614598957.0,g8f6,-1.0,1.0,990,881,0,0
252,keremdurak,KoRD1,1614599139.0,f7f6,2.0,1.0,854,861,0,0
253,Zlatan_9,AdmiralLemon,1614599350.0,c7c6,1.0,0.0,910,996,0,0
254,JanoschMS,Matvei31,1614599372.0,b8c6,2.0,1.0,1175,1182,0,0
255,whyusotoxic,doronalt,1614599506.0,b8c6,3.0,0.0,1078,1026,0,0
256,alomdha,Silky_Slim,1614599588.0,e5f4,4.0,0.0,990,1024,0,0
257,BotakGamers77,sheryl5M,1614599721.0,e5f4,2.0,0.0,841,970,0,0
258,RAvE2,Star95,1614599787.0,d7d6,6.0,0.0,1047,1036,0,0
259,zaddymate,vyzantios,1614599799.0,b8c6,6.0,1.0,1140,1150,0,0
260,blebbb,TheCheeseLord,1614599797.0,b8c6,-2.0,1.0,1147,1157,0,0
261,Azizkerimsen,Woosa,1614599896.0,f7f6,2.0,1.0,1101,1153,0,0
262,Haliloge63,Gogo336,1614599932.0,g8f6,3.0,1.0,1068,1108,0,0
263,woomoo,Nastya_Fabian,1614600100.0,b8c6,4.0,1.0,1083,934,0,0
264,colonelmj,TheCheeseLord,1614600124.0,e5f4,-1.0,1.0,1118,1163,0,0
265,DERCHESSPROFI,piesgustaw,1614600195.0,e5f4,2.0,1.0,1058,1057,0,0
266,Yuki22,tanvirapu,1614600206.0,f7f6,2.0,0.0,969,993,0,0
267,zimdars34,bailfoy,1614600612.0,e5f4,2.0,1.0,1111,1052,0,0
268,TomHebe,sirfemirx,1614600640.0,d7d6,2.0,0.0,924,1026,0,0
269,abc123xy,blekeys,1614600807.0,e5f4,2.0,0.0,932,919,0,0
270,xBENx,sirfemirx,1614600875.0,e5f4,1.0,1.0,1106,1019,0,0
271,MMohitM,Obo1,1614600881.0,e5f4,1.0,1.0,976,947,0,0
272,kraxxn,chortex,1614600902.0,b8c6,5.0,0.0,1151,1039,0,0
273,npenha,RIBHAN123,1614600903.0,e5f4,3.0,1.0,1149,1150,0,0
274,Neildaboi,AngeloR-OTHS,1614601003.0,f7f5,0.0,1.0,923,1149,0,0
275,elSpeaker,RubenMiranda,1614601006.0,e5f4,1.0,0.0,984,896,0,0
276,pranshu1,Obo1,1614601041.0,a7a5,0.0,1.0,835,953,0,0
277,emichiel,Arnabranjan,1614601127.0,e5f4,11.0,0.0,1097,1080,0,0
278,PanZWarzywniaka,waith6996,1614601132.0,e5f4,4.0,0.5,1132,1023,0,0
279,nicepadman,jamash343,1614601300.0,e5f4,0.0,1.0,1190,1160,0,0
280,chngrasln,Joveair,1614601304.0,g8f6,0.0,0.0,924,1002,0,0
281,weiwei12345,EminHocaoglu,1614601327.0,e5f4,3.0,0.0,1118,1103,0,0
282,TadasJak,Graxier,1614601333.0,d7d6,1.0,1.0,1110,1110,0,0
283,BigBallerBaker,joshc6,1614601333.0,f7f6,1.0,0.0,897,992,0,0
284,xanderarntzenius,TheoManouba,1614601394.0,f7f6,2.0,0.0,874,888,0,0
285,Megachenny,wonderbro,1614601515.0,d8h4,3.0,0.0,1071,1093,0,0
286,zharko15,Woosa,1614601572.0,b8c6,0.0,1.0,1193,1169,0,0
287,Tammam-990,Gogo336,1614601734.0,d8h4,3.0,1.0,1146,1109,0,0
288,rootq,Gervazy,1614601735.0,g8f6,-1.0,0.0,980,1078,0,0
289,Buriy12,Kristian99,1614601769.0,e5f4,3.0,1.0,1010,958,0,0
290,Neildaboi,AngeloR-OTHS,1614601981.0,f8c5,0.0,1.0,854,1173,1,0
291,MimiDes,wonderbro,1614602129.0,g8f6,2.0,1.0,1097,1087,0,0
292,zbll,Arvi1989,1614602178.0,e5f4,3.0,0.0,968,921,0,0
293,SergiodeMytho,sirfemirx,1614602307.0,b8c6,-1.0,1.0,955,1046,0,0
294,Unantastbar,Matrix146,1614602321.0,e5f4,2.0,0.0,1187,1183,0,0
295,themrknightmare,Ozgurceyl_1,1614602420.0,e5f4,1.0,0.0,1196,1186,0,0
296,chimera_chess,ravithedad,1614602547.0,e5f4,1.0,1.0,1143,1141,0,0
297,Oz_Gonz,Grgakralj,1614602686.0,e5f4,0.0,1.0,1151,1154,0,0
298,alomdha,Feyfei,1614602697.0,e5f4,2.0,0.0,1011,1015,1,0
299,ashishnayak32,AE5_8412,1614602750.0,d8f6,0.0,1.0,1176,1190,0,0
300,velicko,Mimons,1614602762.0,e5f4,0.0,0.0,1042,990,0,0
301,maratio,carryonx,1614602770.0,e5f4,1.0,0.5,1146,1148,0,0
302,iran-harandi,Bongcloudxxx,1614602806.0,e5f4,5.0,1.0,1185,1161,0,0
303,melax,TheCheeseLord,1614603034.0,d7d6,6.0,0.0,1118,1162,0,0
304,Mytarev_a,omer19075338,1614603073.0,f7f6,5.0,0.0,1134,1130,0,0
305,zihnisuret1,Pvlf,1614603161.0,c7c6,5.0,1.0,1172,1143,0,0
