,black,white,start_time,fifthmove,rt,result,blackelo,whiteelo,num_black_games,num_white_games
46,HozenberGG,liljo19,1609495562.0,g1f3,6.0,1.0,1148,1157,2,0
47,Combesss,lluisrojass,1609495557.0,b1c3,4.0,0.0,950,1007,0,0
48,acunchess,tatko1,1609495639.0,e4e5,1.0,0.0,958,1040,0,0
49,ric_dub,Paar44,1609495667.0,e4e5,1.0,1.0,1113,1113,0,0
50,Ehlert,chedrez6,1609495754.0,e4d5,9.0,1.0,1149,1158,0,0
51,Shahzjazz,pierdolnik2137,1609496361.0,e4d5,2.0,1.0,1075,1046,0,0
52,RoflNaut,fristalst,1609496454.0,e4d5,3.0,0.0,1118,1130,0,0
53,mchambers0530,mrkbalam,1609496494.0,e4e5,0.0,1.0,991,1083,0,0
54,HozenberGG,GerardoVz03,1609496825.0,c2c3,-2.0,1.0,1138,1097,3,0
55,gormiti,nottooQuick,1609496894.0,e4e5,2.0,0.0,1091,1107,0,0
56,DrZarkov1,Asya999,1609497282.0,e4d5,1.0,0.5,986,979,0,0
57,Jakel201,Jean_t33,1609497918.0,e4d5,-1.0,0.0,1068,884,0,0
58,ziggystardst,Kazanovas,1609497941.0,e4e5,3.0,1.0,1009,1084,0,0
59,Soheil12345,Seef321,1609498044.0,e4d5,-1.0,0.0,1046,1071,0,0
60,BackgammonMaster123,lfbraga,1609498216.0,e4e5,2.0,1.0,1035,1013,0,0
61,prajna_paramita,otaviojacobi,1609498340.0,e4e5,3.0,0.0,1058,1034,0,0
62,kingent,rxxescobar,1609498353.0,e4e5,-1.0,0.0,1132,1176,0,0
63,macfolk,Emiliano_GM,1609498441.0,e4e5,1.0,0.0,1166,1063,1,0
64,cooperrr,Yayoruiz,1609498540.0,e4e5,0.0,0.0,969,1038,0,0
65,DrZarkov1,AlKarmpa,1609498542.0,e4d5,5.0,0.0,980,1018,1,0
66,Krishnarpan,contrah,1609498696.0,c2c4,6.0,0.0,994,1027,0,0
67,orlytime,alejandroERS,1609498959.0,e4e5,0.0,1.0,973,1049,0,0
68,ClementMeneses,PaxOptimaRerum,1609499609.0,e4e5,0.0,0.0,1160,1178,0,0
69,ClementMeneses,ajaytewari,1609499993.0,e4e5,-1.0,1.0,1172,1177,1,0
70,RickyBennetts,longwalk111,1609500303.0,f2f3,2.0,1.0,1152,1071,0,0
71,MGD2001,commRat,1609500483.0,e4e5,1.0,1.0,1127,1123,0,0
72,jschumer,PATACON_98,1609500612.0,e4e5,1.0,1.0,1197,1150,0,0
73,DarthTator,DatTr99_hust,1609500685.0,f2f3,8.0,1.0,1010,958,0,0
74,PJacobaeus,gusta01,1609500967.0,b1c3,2.0,1.0,921,935,0,0
75,lasweatlock,harryv,1609501029.0,e4e5,1.0,1.0,941,1006,0,0
76,jsfoshizzle,ColdKitty1010,1609501066.0,e4e5,0.0,1.0,950,965,0,0
77,elias_808,oslo76,1609501196.0,e4e5,2.0,1.0,1016,1161,0,0
78,shahada,MRSA67,1609501196.0,e4e5,-1.0,0.0,973,1068,0,0
79,lasweatlock,mellowfellow123,1609501642.0,e4d5,1.0,1.0,942,881,1,0
80,sesi646,flu987,1609502036.0,e4e5,2.0,0.0,917,1001,0,0
81,Iskwert,PaoDeQueijo19,1609502103.0,e4d5,4.0,1.0,1145,1143,0,0
82,Oterojulian,ownBlue-26,1609503019.0,b1c3,9.0,0.0,1045,1167,0,0
83,salvadanio,azzx0,1609503055.0,e4d5,5.0,1.0,899,965,1,0
84,Loup-Gris,Cortizmora,1609503388.0,e4e5,1.0,1.0,1123,1167,0,0
85,Anotherdudex1,drmikeh,1609503961.0,e4e5,0.0,1.0,1026,965,0,0
86,sleepysheepy22,PpHijoDeVivian,1609504050.0,b1c3,0.0,0.0,1042,1062,0,0
87,ftpftpftp,psmmr,1609504453.0,b1c3,5.0,1.0,861,903,0,0
88,SONU2002,Morphy4life,1609504617.0,e4e5,0.0,1.0,906,1056,0,0
89,RoflNaut,laugarzon0212,1609504691.0,b1c3,3.0,1.0,1137,1115,1,0
90,tuliogoulart,sistyraju23,1609504965.0,e4d5,6.0,0.0,997,966,0,0
91,sheehan0915,Nesarinka,1609505184.0,e4e5,1.0,0.0,1000,1103,0,0
92,Braiight,Toroden27,1609505216.0,e4e5,4.0,0.0,1143,1139,0,0
93,Penguin_Quesadilla,LuLuFiffy,1609505477.0,e4d5,2.0,0.0,991,1025,0,0
94,LesPairs,Aureo_Junior,1609505595.0,e4e5,1.0,1.0,1074,1148,0,0
95,elias_808,Marty6757926389583,1609505624.0,e4e5,2.0,0.0,1026,1047,1,0
96,AlvindelaSernaLopez,JIMBO666,1609506096.0,e4e5,4.0,0.0,1042,1122,0,0
97,PhysicalBrit,IcyHot123,1609506427.0,d1h5,-1.0,0.5,1111,1118,0,0
98,keyzersoze00,Joker3110,1609506682.0,e4e5,-1.0,1.0,1056,1039,0,0
99,jmloya,Narankhuu0620,1609507934.0,e4e5,2.0,0.0,1135,1065,0,0
100,birdsrock,Sarthak6342,1609508065.0,e4e5,2.0,1.0,1104,1140,0,0
101,felipe-araujo,mrchess0100,1609508074.0,e4e5,2.0,0.0,1137,1150,0,0
102,sigit009,PondScumFourTwenty,1609508204.0,e4e5,4.0,0.0,1172,1194,0,0
103,ctrewin,joshiehalfg,1609508225.0,e4e5,3.0,0.0,1016,961,0,0
104,GAMEBRED_1998,achilova,1609508572.0,b1c3,2.0,1.0,1077,1127,0,0
105,Cc58114,SolveThisCaptcha,1609509600.0,e4d5,-1.0,1.0,839,984,0,0
106,Diegod960,TabulaRasant,1609509796.0,b1c3,3.0,1.0,1200,1156,0,0
107,Iskwert,santiagovy59,1609510056.0,e4e5,1.0,0.0,1139,1134,1,0
108,yanfio74,ulyng,1609510090.0,e4e5,1.0,1.0,1067,1016,0,0
109,Matias1297,hudazz,1609510411.0,f2f3,3.0,0.0,1035,907,0,0
110,Tside,markymark78,1609510992.0,e4e5,2.0,1.0,1064,1156,0,0
111,uncielbleu,martydoo,1609511239.0,e4d5,3.0,1.0,1106,1155,0,0
112,RoflNaut,Imajesh,1609511548.0,e4e5,4.0,1.0,1138,1195,2,0
113,jmloya,Chris_dRed,1609511599.0,e4e5,1.0,0.0,1150,1153,1,0
114,E_Goldstein1984,cachitomena,1609512182.0,e4e5,2.0,0.0,1180,1179,0,0
115,sesi646,JerrySnip,1609512228.0,b1c3,6.0,1.0,946,986,1,0
116,ARapley,obeau,1609513006.0,b1c3,3.0,1.0,950,913,0,0
117,Qujon,jfmontaneza,1609513125.0,e4d5,0.0,0.0,1028,1038,0,0
118,ChessAmateur64,Qurutin,1609513459.0,e4e5,2.0,0.0,1178,1099,0,0
119,RKhardkicks,addy13,1609513846.0,b1c3,1.0,1.0,1108,1114,0,0
120,jmloya,JML101020,1609513856.0,e4d5,0.0,1.0,1151,1114,2,0
121,loansindi,drew3434,1609514110.0,e4e5,4.0,1.0,915,981,0,0
122,mchambers0530,Ydeep,1609514569.0,e4e5,2.0,1.0,982,936,1,0
123,shaan_178,Edw4rd44,1609514768.0,e4e5,2.0,0.0,1010,1017,0,0
124,cvuplay,Qazaq01,1609514902.0,e4e5,1.0,0.0,1123,1071,0,0
125,mario0o0,frankcastle2,1609514954.0,e4e5,1.0,0.0,1197,1175,0,0
126,palych44,aslanboga,1609515615.0,e4e5,4.0,1.0,1168,1176,0,0
127,LeoMon,fractal_boy,1609515830.0,b1c3,11.0,0.0,1019,1071,0,0
128,birtanb,LoupB,1609515884.0,e4d5,1.0,1.0,1157,1191,0,0
129,rDinosaur,Autoimmunity,1609516168.0,e4d5,1.0,1.0,955,869,1,0
130,mario0o0,jfmontaneza,1609516221.0,e4d5,0.0,0.0,1194,1091,1,0
131,LaurenceBritton,HighEndNinja,1609516234.0,e4d5,0.0,0.0,1148,1089,0,0
132,mario0o0,engzimmermann,1609517177.0,b1c3,2.0,0.0,1198,1129,2,0
133,cfalk29,PABLOTECUTLY,1609517275.0,c2c4,5.0,0.0,842,990,0,0
134,Fergany80,harshmalu9,1609517309.0,e4d5,0.0,1.0,1139,1082,0,0
135,necken,harnous,1609517593.0,e4d5,3.0,1.0,1181,1151,0,0
136,betatheta,SaaYaa,1609517737.0,b1c3,3.0,1.0,960,843,0,0
137,djhollywood,PaulPinto,1609518418.0,e4e5,1.0,1.0,1032,1082,0,0
138,capbutters,Omarbeladis,1609518427.0,b1c3,2.0,1.0,1183,1181,0,0
139,ChessWithNoTheory,LampeFrontale,1609518529.0,e4e5,0.0,0.0,1180,1091,0,0
140,capbutters,Omarbeladis,1609518697.0,b1c3,3.0,0.0,1172,1194,1,0
141,Shogi9377,monster2004,1609519135.0,e4e5,3.0,1.0,1180,1139,0,0
142,FRJLM,Pir-Agit,1609519653.0,e4e5,1.0,1.0,1125,1200,0,0
143,backbenchers0,AlexMandev209,1609520282.0,e4d5,2.0,0.0,1153,1193,0,0
144,phoneyaccount,Girichougule,1609520446.0,e4d5,2.0,0.0,1168,1070,0,0
145,ShyGuy0,ChongQi,1609521315.0,e4e5,-1.0,0.0,1135,1143,0,0
146,geeelie,Dustingerr,1609521713.0,e4e5,0.0,1.0,846,884,0,0
147,FRY_G,Markson17,1609521777.0,e4d5,-1.0,1.0,939,954,0,0
148,greentheolive,TushkanUU278,1609521898.0,e4e5,0.0,0.5,1135,1144,0,0
149,Boolka,fullspam,1609522062.0,e4e5,-1.0,1.0,1036,1113,0,0
150,Nico0626,Ralfus,1609522349.0,e4d5,1.0,0.0,1176,1168,0,0
151,nathansco,thejosalien,1609522520.0,b1c3,5.0,0.0,941,864,0,0
152,EbsteinBarr,Philipusking,1609522833.0,e4e5,1.0,1.0,1071,1128,0,0
153,EbsteinBarr,snv1990,1609523231.0,b1c3,3.0,1.0,1066,1007,1,0
154,KnightOfNightmare,adrianhrtll,1609523246.0,e4d5,1.0,1.0,1131,1063,0,0
155,ORHANTURK,Itjustgetsdarker,1609523661.0,e4e5,2.0,1.0,1142,1154,0,0
156,WIlbertKelsen,etiennek,1609523778.0,e4e5,1.0,0.0,1057,1158,0,0
157,Anton2302,High_And_Fly,1609523792.0,b1c3,0.0,0.0,1157,1173,0,0
158,Lustrzany,Vinod9541,1609523907.0,e4d5,4.0,0.0,1019,1013,0,0
159,sheehan0915,JeremyDaGreat,1609524344.0,f2f3,2.0,1.0,1056,991,1,0
160,Itjustgetsdarker,tornikemikeladze,1609524424.0,e4e5,0.0,0.0,1177,1182,0,1
161,gokhanndemirci11,Crazy4,1609524468.0,e4d5,6.0,0.0,1083,1171,0,0
162,Nikol1337,jrent,1609524557.0,e4e5,4.0,1.0,1014,929,0,0
163,geeelie,Cebrailceylan,1609524782.0,e4e5,0.0,1.0,842,968,1,0
164,alic_chrn,FtMerio,1609524794.0,b1c3,3.0,1.0,926,946,0,0
165,walldough7,seanKingchacha,1609525048.0,e4e5,1.0,0.0,1155,1158,0,0
166,Argoschess,godsmokescronic,1609525240.0,e4e5,0.0,1.0,1125,1137,1,0
167,ggdde,mboroo,1609525276.0,e4d5,0.0,1.0,1176,1166,0,0
168,CactusMango,derpIRL,1609525321.0,e4e5,-1.0,0.0,875,915,0,0
169,GOOFIRE,furkankesiik,1609525454.0,e4e5,0.0,1.0,1058,988,0,0
170,Eash1706,dak4ttack,1609526037.0,e4d5,0.0,0.0,1147,1134,0,0
171,lilacwru,Heroic-Dose,1609526185.0,e4d5,4.0,1.0,958,836,0,0
172,BeLikeLeBron,insensatuss,1609526442.0,e4e5,1.0,0.0,1018,1034,0,0
173,GoshIamBad,thirtysaturn,1609526625.0,b1d2,4.0,0.0,1018,1031,0,0
174,Demango,aminadlan,1609526835.0,e4d5,1.0,0.0,942,1031,0,0
175,andrewjo244,aaahmedd12,1609526945.0,e4e5,2.0,0.0,1113,1028,0,0
176,Maniek21,ricu94,1609527213.0,c1f4,10.0,0.0,864,800,0,0
177,Jonters,TheYSF,1609527277.0,e4e5,0.0,1.0,973,1049,0,0
178,unclesnag,A_Patrick,1609527420.0,e4e5,1.0,0.5,1054,1082,0,0
179,mtess,King_7,1609527544.0,b1c3,6.0,1.0,1011,1065,0,0
180,NerdyDave2017,TheBoulderking,1609527623.0,e4e5,2.0,1.0,1197,1191,0,0
181,fookh,aylexhau,1609527632.0,e4e5,0.0,1.0,1085,1028,0,0
182,Fischmac,Siwq007,1609527948.0,e4d5,-1.0,0.0,1142,1154,0,0
183,jdhammond95,fullspam,1609528046.0,e4e5,-1.0,0.0,1098,1101,0,0
184,GoshIamBad,alp_guler,1609528085.0,f2f3,2.0,0.0,1043,1168,1,0
185,KarlBoom,harunmrcn,1609528128.0,b1c3,3.0,1.0,1137,1153,0,0
186,sebtenb,Davcas,1609528297.0,e4e5,2.0,1.0,1108,1130,0,0
187,xpertvision,ExcellentEnergy,1609528882.0,f2f3,7.0,0.5,968,805,0,0
188,EvgenSamara,MatQ,1609528906.0,b1c3,3.0,0.0,1182,1144,0,0
189,ynwanfield,Sinaa92,1609529131.0,e4e5,2.0,1.0,1174,1180,0,0
190,djain908,nicoberna1995,1609529465.0,e4e5,2.0,0.0,1060,1164,0,0
191,BeLikeLeBron,torihanzo,1609529754.0,e4e5,3.0,1.0,1010,1011,1,0
192,betatheta,zollix,1609529758.0,b1c3,5.0,0.5,957,972,1,0
193,Ilooseyouwin,creamice,1609529922.0,e4d5,12.0,0.0,1023,956,0,0
194,RobGir,ChessCheems,1609529944.0,e4e5,1.0,1.0,974,1026,0,0
195,fergona,Mawluk,1609530053.0,b1c3,3.0,1.0,1171,1171,0,0
196,geeelie,biniubiniu,1609530061.0,e4d5,1.0,0.0,865,855,2,0
197,frecciarossa,nickzz32,1609530068.0,e4d5,2.0,1.0,1038,1028,0,0
198,SquareK,Fablip,1609530407.0,e4e5,-1.0,0.0,1198,1148,0,0
199,PeachyCreampuff,A_izen,1609530798.0,e4e5,0.0,0.0,914,968,0,0
200,everlib,mojtababeigi,1609530869.0,e4e5,7.0,1.0,1071,1091,0,0
201,Loup-Gris,Hermqz,1609530939.0,b1c3,3.0,1.0,1117,1054,1,0
202,ab4155,Nox007,1609530969.0,e4d5,-1.0,1.0,1124,1109,0,0
203,WilhelmTheWild,Resadunf9,1609531012.0,e4d5,3.0,0.0,1102,1018,0,0
204,nitinkill,joemccool,1609531016.0,e4e5,-1.0,0.5,1199,1158,0,0
205,betatheta,Sid_Raut,1609531177.0,b1c3,3.0,1.0,957,1014,2,0
206,Dgoni37,maxim_ink,1609531215.0,e4e5,2.0,1.0,1124,1180,0,0
207,Ironym,Kytovoi,1609531572.0,e4e5,0.0,0.0,1172,1168,0,0
208,PeachyCreampuff,adch99,1609532152.0,e4e5,-1.0,1.0,917,1005,1,0
209,bitan_chess09,Emeeensr1975,1609532203.0,b1c3,4.0,1.0,1100,1112,0,0
210,Der_kleine_Muck,oX_Donkey_Xo,1609532350.0,e4e5,1.0,1.0,1022,1037,0,0
211,Valhalla44,Nikelivan2005,1609532447.0,e4e5,1.0,1.0,1152,1099,0,0
212,Joker12rt,ahe128,1609532481.0,e4e5,1.0,1.0,1151,1161,0,0
213,benroddier,sayandas59,1609532580.0,e4e5,1.0,1.0,940,966,0,0
214,lilacwru,Lamo55,1609532607.0,e4d5,5.0,1.0,955,1041,1,0
215,raichewz,Ntcheca,1609532955.0,b1c3,3.0,0.0,1153,1147,0,0
216,Nico0626,mechjasw,1609533148.0,e4e5,2.0,0.0,1182,1181,1,0
217,szymek1620,Papzakman,1609533357.0,e4e5,1.0,1.0,1051,1054,0,0
218,twigx2,karlsbed,1609533598.0,b1c3,5.0,0.0,1049,1061,0,0
219,dogak,dana1581,1609533733.0,b2b4,-1.0,0.0,880,1022,0,0
220,Erwin_Smith_18,Bloody3788,1609533824.0,b1c3,0.0,1.0,1141,1137,0,0
221,Charlienortoon,tigerirani1,1609534067.0,e4d5,2.0,0.0,1146,1126,0,0
222,RoyalAce95,woomoo,1609534150.0,e4e5,2.0,1.0,1060,979,0,0
223,mafolk,dansnake2,1609534231.0,e4e5,1.0,0.0,996,955,0,0
224,RuiP18,maxim_ink,1609534560.0,e4e5,2.0,1.0,1188,1197,0,0
225,Kayoy,Oudinotblutch,1609534658.0,e4d5,0.0,1.0,880,1029,0,0
226,MonsieurCandy,PewPewBamBamBam,1609534749.0,b1c3,4.0,1.0,1013,1007,0,0
227,Bidduo,cindyli,1609534909.0,e4e5,1.0,0.0,1191,1187,0,0
228,zelzelz,vincent070,1609535035.0,e4d5,3.0,1.0,1142,1132,0,0
229,RSCHMIDTBR,Shoutrik,1609535040.0,e4e5,0.0,1.0,1095,1190,0,0
230,GoshIamBad,ahe128,1609535116.0,e4e5,1.0,1.0,1065,1176,2,0
231,MonsieurCandy,Mayank_Bhadauriya,1609535466.0,e4d5,3.0,0.0,1003,1055,1,0
232,Ronflet,murtinhoo,1609535776.0,e4e5,0.0,0.0,1012,1064,0,0
233,SaveTheQueen2020,Kiwkina91,1609535791.0,e4e5,0.0,1.0,1184,1194,0,0
234,le_neekolaii,CmdZee,1609535937.0,b1c3,3.0,1.0,1128,1148,0,0
235,haithemhamouda,tahirahmad120,1609536061.0,c2c3,2.0,0.0,1087,1126,0,0
236,Humbertuh,grosblyat,1609536329.0,b1c3,5.0,0.0,1082,1097,0,0
237,shiv_kumar_01,gvamsi,1609536323.0,e4e5,6.0,0.0,914,927,0,0
238,HeraclesAlencar,kgiddia06,1609536457.0,e4d5,2.0,1.0,1008,1126,1,0
239,Judas_69,Habra,1609536508.0,e4e5,1.0,1.0,1180,1134,0,0
240,IvoDerSchreckliche,Evonis,1609536513.0,e4e5,0.0,1.0,1165,1139,0,0
241,markus90s,Lukgonc,1609536516.0,e4d5,6.0,1.0,877,960,0,0
242,agclar,scottynopa,1609536542.0,b1c3,6.0,0.0,1169,1082,0,0
243,xpertvision,ienorand,1609536772.0,b1c3,5.0,1.0,947,906,1,0
244,AkumuYuma,JiiPeeKoo,1609536987.0,e4e5,-1.0,0.0,1147,1132,0,0
245,MatQ,Streitspirit1983,1609537027.0,e4e5,1.0,1.0,1147,1101,0,1
246,neddy_westside,sMariov,1609537350.0,b1c3,1.0,0.0,874,994,0,0
247,ynwanfield,seyfullah2000,1609537383.0,e4d5,1.0,0.0,1172,1103,1,0
248,chessboss58,OLEGPV,1609538023.0,e4e5,0.0,0.0,1051,1106,0,0
249,dsrdiamante,Crazy4,1609538044.0,e4d5,-1.0,0.0,1165,1170,0,0
250,mates2007,dgarslan,1609538039.0,e4e5,1.0,0.0,1186,1194,0,0
251,BoxwoodPawn,Herrenreiter,1609538106.0,b1c3,6.0,1.0,1147,1119,0,0
252,Ronflet,Ichesssdaily,1609538106.0,e4e5,10.0,0.0,1024,1027,1,0
253,Megalos-Prigipas,fiinn1,1609538116.0,b1c3,1.0,1.0,1061,1078,0,0
254,minaduezdemir,Cap-Johnny_Jones,1609538119.0,b1c3,7.0,0.0,918,909,0,0
255,Drolla,Azlf23,1609538445.0,e4d5,1.0,1.0,1153,1139,0,0
256,dsrdiamante,Leevo,1609538501.0,e4e5,4.0,1.0,1171,1195,1,0
257,taylormar,Kuandykov_Alibi,1609538516.0,e4e5,0.0,0.0,1163,1132,0,0
258,Sweeney42,arnav_12345,1609538541.0,f2f3,1.0,1.0,1077,1079,0,0
259,Drolla,Tanvir_Ahmed_Khan,1609538642.0,e4e5,2.0,0.0,1147,1105,1,0
260,Topchic,Gauravji007,1609538691.0,e4e5,0.0,0.0,1167,1121,0,0
261,szewo,ROHIT6,1609538715.0,e4e5,-1.0,0.0,1031,945,0,0
262,DrZarkov1,VAMIRARQ3241,1609538872.0,d1f3,14.0,0.0,1010,944,2,0
263,Tillimanjaro,ashish_1606,1609539109.0,e4e5,1.0,1.0,1136,1127,0,0
264,Ki-taek,ghost0311,1609539370.0,e4d5,4.0,1.0,1005,950,0,0
265,PatHolland,Tanvir_Ahmed_Khan,1609539509.0,e4e5,3.0,1.0,1109,1106,0,0
266,T34Timsan,dotdog43,1609539552.0,e4e5,2.0,1.0,1147,1094,0,0
267,Benetasso,bekriya,1609539711.0,b1c3,2.0,0.0,1081,1100,0,0
268,HozenberGG,Serbruties54,1609539753.0,e4e5,0.0,0.0,1128,1044,4,0
269,ynwanfield,saadbinraza,1609539798.0,e4e5,1.0,0.0,1175,1186,2,0
270,Roadman1,hariharans784,1609540050.0,b1c3,5.0,1.0,1115,1100,0,0
271,umutdinc,gomesswill,1609540142.0,b1c3,2.0,1.0,1163,1069,0,0
272,c00lrabbit,alegemini,1609540177.0,e4e5,1.0,1.0,943,1004,0,0
273,GWStrongy,LordOfChessxx,1609540300.0,e4e5,2.0,1.0,1084,1076,0,0
274,s_goyal,gusdine,1609540317.0,e4e5,2.0,0.0,1082,1112,0,0
275,Combesss,tevretfikfik,1609540468.0,e4e5,3.0,1.0,943,988,1,0
276,ercgnc112,Ninetime,1609540600.0,e4e5,3.0,0.0,1084,1113,0,0
277,taylormar,RedRob,1609541103.0,e4e5,0.0,0.0,1168,1076,1,0
278,Ovetganna,Pipp1,1609541354.0,e4e5,-1.0,1.0,1122,1142,0,0
279,nehringk,denizzy,1609541457.0,e4d5,2.0,1.0,1169,1166,0,0
280,JobanpreetBrar,lartex,1609541667.0,b1c3,5.0,1.0,1004,1065,0,0
281,thisiszid,RedRob,1609541823.0,e4e5,0.0,0.0,985,1066,0,0
282,JerrySnip,Tyth,1609541900.0,b1c3,7.0,0.0,954,959,0,1
283,Fherr,minar017,1609542003.0,e4e5,2.0,0.0,1181,1095,0,0
284,Lejonet,Jkzera,1609542043.0,b1c3,7.0,1.0,1140,1197,0,0
285,sharpyshark,kirtan_9420,1609542316.0,e4d5,3.0,1.0,1070,1055,0,0
286,makps,cocadaboa,1609542436.0,e4d5,1.0,0.0,1056,1165,0,0
287,xpertvision,ienorand,1609542868.0,b1c3,4.0,1.0,936,907,2,0
288,ajun1,babalooi,1609542911.0,e4d5,-1.0,0.0,1168,1116,0,0
289,tichaelman,spinjack,1609542992.0,e4d5,11.0,0.0,1018,997,0,0
290,DaherAbdallah,mckchess,1609543307.0,b1c3,5.0,1.0,1179,1077,0,0
291,zsclhaf,Timur_2013,1609543413.0,e4e5,1.0,1.0,1164,1169,0,0
292,aksubei,mosa1431,1609543557.0,b1c3,4.0,1.0,1001,1104,0,0
293,Sikha___dasgupta,anil_kotwal,1609543590.0,e4d5,1.0,1.0,1174,1156,0,0
294,wololoos,ayzer88,1609543996.0,e4e5,5.0,1.0,1084,1117,0,0
295,kamils93,jap46,1609544003.0,e4d5,2.0,1.0,1184,1198,0,0
296,xpertvision,joshidhruv,1609544196.0,e4e5,3.0,0.0,923,1029,3,0
297,melihhbugraa,nohoes-19,1609544344.0,e4d5,1.0,0.0,1139,1151,0,0
298,dn_Edsan,eduardo1802,1609544473.0,e4d5,1.0,1.0,900,1014,0,0
299,pmof71,Ishmex,1609544511.0,e4e5,0.0,1.0,1107,1097,0,0
300,ab4155,hobbycheess,1609544520.0,e4e5,1.0,1.0,1131,1124,1,0
301,Neomaye,berola55,1609544580.0,e4d5,2.0,1.0,1083,1105,0,0
302,Mamoon_maz,charkoodle,1609544679.0,e4d5,-2.0,0.0,1150,1136,1,0
303,addy00734,DouglasLustosa,1609544735.0,b1c3,5.0,1.0,956,893,0,0
304,akolev,WesleyBrandine2020,1609544735.0,e4e5,4.0,1.0,1043,1038,1,0
305,Torben321,Freekk,1609544795.0,e4d5,1.0,0.0,1042,965,0,0
306,szewo,AmineTheCarthaginian,1609544932.0,e4e5,0.0,1.0,1034,1044,1,0
307,palych44,TrolsrudM,1609545109.0,e4d5,1.0,0.0,1157,1129,1,0
