,black,white,start_time,fifthmove,rt,result,blackelo,whiteelo,num_black_games,num_white_games
40,kslaughtergt,IdoubtIthinkI,1604232485.0,e4e5,7.0,1.0,967,927,0,0
41,kmna32,filiperodrigues,1604233015.0,e4e5,2.0,1.0,1167,1146,0,0
42,VJota,Ayaanspalappillil,1604233046.0,f2f3,4.0,0.0,985,1151,2,0
43,SIR-HC,Hellacious,1604233294.0,b1c3,2.0,1.0,1047,1147,0,0
44,Comrian,djhollywood,1604233549.0,e4d5,2.0,0.0,1135,1135,0,0
45,La6iordana1536,meruem64,1604234040.0,e4d5,2.0,1.0,1200,1196,1,0
46,Pauloromus,aleem2301,1604234106.0,b1c3,1.0,1.0,925,992,0,0
47,Comrian,Zver1155,1604234565.0,e4e5,1.0,1.0,1135,1146,1,0
48,Anastasiya_26,ccapehart,1604235394.0,b1c3,2.0,0.0,1035,1035,0,0
49,relaxedriley,RVsitraka,1604235597.0,e4d5,0.0,0.0,1173,1108,0,0
50,Chading18,LucasRabelo,1604235689.0,e4e5,1.0,0.0,1186,1185,0,0
51,fish67,ugothebest,1604235803.0,e4d5,2.0,0.0,1177,1149,0,0
52,ReflectiveTree,vle95,1604236354.0,e4d5,1.0,1.0,1122,1108,0,0
53,T_Endgame,ashelen1,1604237466.0,e4d5,14.0,0.0,879,963,0,0
54,Juiceculture,mongthangmotlan,1604238068.0,e4d5,0.0,1.0,1179,1163,0,0
55,dranga,EdwinFGO,1604238220.0,e4d5,1.0,0.0,1113,1146,0,0
56,Tuna420,tyrone23,1604238346.0,e4e5,0.0,1.0,856,935,0,0
57,woppy9,ajaytewari,1604239524.0,e4e5,0.0,1.0,1131,1076,0,0
58,ric_dub,KingAli0-100,1604239871.0,b1c3,2.0,1.0,1033,1074,0,0
59,AngieHT,shad0987,1604239949.0,e4e5,7.0,0.0,1112,1003,0,0
60,woppy9,Asuranceturix,1604240420.0,e4d5,0.0,0.0,1135,1137,1,0
61,dranga,burakgrnky,1604240534.0,e4e5,1.0,0.0,1114,1189,1,0
62,woppy9,alsanchez,1604240845.0,e4e5,0.0,1.0,1141,1167,2,0
63,Asharmubarak,ridub,1604241341.0,e4d5,2.0,1.0,1081,1064,0,0
64,accordion1234,amirali_Iran,1604241498.0,e4d5,2.0,1.0,1148,1171,0,0
65,C97c,ssskumar,1604242048.0,e4d5,1.0,1.0,925,1077,0,0
66,nevizade,Anhtho,1604242130.0,b1c3,18.0,0.0,1192,1133,0,0
67,MrBene,Astext,1604242593.0,c2c3,1.0,0.0,1164,1138,0,0
68,ohmyqueeen,MrSorrateiro,1604243030.0,b1c3,2.0,0.0,1049,992,0,0
69,YCChess,MrBene,1604243185.0,e4e5,1.0,0.0,1190,1190,0,0
70,HUSHAM-ALABBAS,okgadade,1604243827.0,e4e5,2.0,0.0,1114,1093,0,0
71,Maxsemus,jayaprasad,1604243913.0,b1c3,4.0,0.0,1105,1129,0,0
72,Catropa,grand-mazter,1604244141.0,d1f3,5.0,1.0,889,987,0,0
73,Jdjadhav,nyolo,1604244284.0,e4e5,1.0,1.0,1168,1192,0,0
74,Not_Tedrick,kakalko123,1604244495.0,b1c3,3.0,0.0,1082,1161,0,0
75,JOHNNYJOHNDADON,ameise103,1604245311.0,e4e5,2.0,1.0,1049,971,0,0
76,crazykenyan,aanas2983,1604245349.0,c2c4,2.0,0.0,1002,957,0,0
77,Not_Tedrick,rithwiksathyan,1604245609.0,e4d5,2.0,1.0,1090,1070,1,0
78,bnegus,andruche,1604245863.0,e4e5,1.0,1.0,1058,1130,0,0
79,yejicnx,harikard,1604246251.0,e4e5,-1.0,1.0,1028,991,0,0
80,Mrcrinkles,IdoubtIthinkI,1604246878.0,e4e5,1.0,0.0,948,950,1,0
81,Hengos,Inni60,1604246932.0,e4e5,3.0,0.0,1074,963,0,0
82,mchambers0530,gofret08,1604247268.0,e4e5,2.0,1.0,1035,1112,0,0
83,ShoeWithNoSoul,Thomas_Podolski,1604248347.0,b1c3,1.0,0.0,955,981,0,0
84,Eduar2000,aemasvie,1604248391.0,e4d5,0.0,1.0,1187,1121,0,0
85,Bobobear,MargaRita11,1604249170.0,f2f3,0.0,0.0,1185,1159,0,0
86,DoctaFurankenShutain,Power_tom,1604249511.0,e4e5,3.0,1.0,1090,990,0,0
87,rmirbaz,ALNEMER140,1604249688.0,e4d5,2.0,1.0,994,1008,1,0
88,Bobobear,MrHelsing,1604249807.0,e4e5,-1.0,1.0,1185,1176,1,0
89,FedorIvanovich,Jman3589,1604252099.0,b1c3,2.0,1.0,1000,1114,2,0
90,Scntee,Gland_1919,1604252348.0,e4d5,2.0,1.0,997,1064,0,0
91,Gokhangunes83,l0scar,1604252497.0,e4e5,2.0,1.0,954,952,0,0
92,ElizabethBlair,Prateekpatil,1604252604.0,e4e5,1.0,1.0,993,1087,0,0
93,Peti2100,andreafbl,1604252924.0,e4e5,1.0,1.0,1142,1118,0,0
94,noooraldin,Shkolar,1604253253.0,e4e5,2.0,0.0,1173,1135,0,0
95,mangonation,Barckas8,1604253450.0,e4d5,1.0,0.0,1012,1010,0,0
96,MichaFX,MICHAEL_VARELA,1604254318.0,f2f3,2.0,0.5,1194,1103,0,0
97,mmenzel,Ebbed83,1604255297.0,b1c3,6.0,0.0,801,911,0,0
98,TiltedSince03,mmabby,1604255748.0,e4e5,1.0,0.0,1080,1120,0,0
99,javosky,Originking,1604256411.0,b1c3,-1.0,0.5,1104,1078,0,0
100,bnegus,Snagrit,1604256609.0,f1d3,0.0,0.0,1044,1138,1,0
101,Henzzz,mongthangmotlan,1604256794.0,e4d5,0.0,0.0,1115,1171,0,0
102,RasiriseK,marimpou,1604257324.0,e4e5,4.0,1.0,1027,1092,0,0
103,DSczyrba,Beyond-fish,1604257456.0,b1c3,1.0,0.0,1007,960,0,0
104,Velho_Clint,o__l-l__o,1604257701.0,e4e5,-1.0,0.0,1132,1081,0,0
105,FedorIvanovich,ALNEMER140,1604257753.0,d1h5,4.0,1.0,980,1004,3,0
106,Ludebeo,baga1993,1604258060.0,e4e5,1.0,1.0,1001,1085,0,0
107,amiraak97,ChessBurgerFries,1604258803.0,e4e5,6.0,0.0,939,918,0,0
108,ITC1,Jan_1506,1604258905.0,e4e5,0.0,0.5,1104,1132,0,0
109,ivov,kekata,1604259501.0,b1c3,1.0,1.0,1095,1089,0,0
110,ionelneica,anirudhs080808,1604259966.0,e4e5,0.0,0.0,1192,1081,0,0
111,Ouzala,keremwade,1604260143.0,e4e5,0.0,1.0,1084,1074,0,0
112,rv_pandey,frdfaz,1604260173.0,e4e5,3.0,1.0,1094,1160,0,0
113,rafal1972,lnv,1604260269.0,e4e5,1.0,1.0,1198,1163,0,0
114,Igotr,Zizo1221,1604260302.0,e4e5,2.0,1.0,1073,1087,0,0
115,razutar07,Solomon22,1604260344.0,e4e5,0.0,1.0,1149,1153,0,0
116,RoniCorrea,Mfalici,1604260412.0,f2f3,1.0,1.0,1107,1085,0,0
117,Obliquedbishop,Tegran,1604261048.0,e4e5,0.0,0.0,1139,1022,0,0
118,Labaer68,SandyNovice,1604261425.0,e4e5,0.0,1.0,1188,1173,0,0
119,cabdirazzaq,baritonoedson,1604261710.0,e4e5,0.0,1.0,943,881,0,0
120,malatii,rcdeoliveira,1604262056.0,e4e5,2.0,1.0,1147,1175,0,0
121,pure889,Bogvinnik,1604262278.0,b1c3,1.0,0.0,1109,1024,0,0
122,sagkhor,whitenn,1604262402.0,e4d5,1.0,1.0,1001,981,0,0
123,Bogvinnik,Adabov,1604262591.0,e4e5,0.0,1.0,979,940,0,1
124,pure889,luiseduardomeza,1604262712.0,e4e5,0.0,0.0,1135,1015,1,0
125,MTAL1959,Rui_Rosado,1604263111.0,e4e5,2.0,1.0,1138,1087,0,0
126,Markenb_tch,pqtty,1604263416.0,e4d5,1.0,0.0,1133,1105,0,0
127,FedorIvanovich,dadavirgin,1604263707.0,f1d3,5.0,0.0,951,955,4,0
128,schdeiler,arti2517,1604264408.0,e4e5,0.0,0.0,1079,1114,0,0
129,sepysag,FatmaBaklouti,1604264913.0,b1c3,12.0,1.0,1070,1098,0,0
130,Kadir_2019,Tinopolle97,1604265063.0,b1c3,2.0,1.0,1040,1067,0,0
131,Hocky12345,teshtony,1604265101.0,e4d5,2.0,0.0,1198,1186,0,0
132,Molchius,DirkClaessens,1604265131.0,b1c3,3.0,0.0,1113,990,0,0
133,fr0gz,qwertykuku,1604265152.0,b1c3,25.0,1.0,1130,1175,0,0
134,kkeram07,Zhiroma,1604266311.0,e4e5,0.0,1.0,922,1071,0,0
135,MarvelSam,choppie,1604266372.0,f2f3,3.0,1.0,997,1066,0,0
136,BryanBzm,ALION91,1604266647.0,e4e5,2.0,0.0,1123,1042,0,0
137,sarvoda,theredtelephone,1604267145.0,b1c3,5.0,0.0,938,930,0,0
138,ec1igs,AlpacaHero,1604267897.0,e4e5,0.0,1.0,1095,1079,0,0
139,digiyou,Aissamsabri,1604268335.0,e4e5,2.0,1.0,1160,1128,0,0
140,metsapeura,JohnsonMendala,1604268633.0,e4e5,-1.0,0.0,1174,1077,0,0
141,FlippOo,CyberKnight_21,1604269021.0,e4e5,0.0,1.0,913,985,0,0
142,marinedipaolo,Mansoor01,1604269049.0,e4d5,1.0,1.0,1136,1139,0,0
143,tomaschichimeca,O_oMorgoth,1604269144.0,e4d5,2.0,1.0,926,933,0,0
144,hellhaunt,Lollopascu,1604269679.0,b1c3,2.0,1.0,1146,1084,0,0
145,CyTro,mr_musengi,1604269679.0,e4e5,3.0,0.0,959,903,0,0
146,saliwrld,swoosh146,1604269968.0,e4e5,2.0,0.0,1194,1150,0,0
147,Matth_c,AidanWatt,1604270438.0,e4d5,1.0,0.0,928,1020,0,0
148,daniellux616,okalem55,1604270505.0,e4d5,1.0,0.0,1037,1037,0,0
149,RunningGnu,incel1234,1604270791.0,b1c3,3.0,1.0,1023,1023,1,0
150,Ole-j,jAish_khAn,1604271124.0,e4e5,-1.0,0.0,1077,1092,0,0
151,DjDetektiveDimitrij,EnginerEnki,1604271127.0,e4e5,-1.0,1.0,1054,1096,0,0
152,blunderphonics,Saiyamchess,1604271623.0,e4e5,0.0,1.0,1081,1120,0,0
153,moussaoui,EduardoBandeira,1604271823.0,b1c3,4.0,1.0,937,916,0,0
154,FirstTimeChessReally,Khater12,1604271974.0,e4e5,2.0,0.0,1169,1171,0,0
155,FirstTimeChessReally,Queenisdeadts,1604272403.0,b1c3,3.0,0.0,1175,1174,1,0
156,fgloistein,srabya,1604272577.0,e4e5,2.0,0.0,1154,1138,0,0
157,Kadir_2019,Polluce,1604272676.0,e4d5,1.0,1.0,1028,1043,1,0
158,betovittola,willforigua,1604272689.0,f2f3,8.0,0.0,936,1034,0,0
159,Gortagon,drkrayyem,1604272823.0,e4e5,1.0,0.0,1149,1058,0,0
160,ExtraJuicyJ247,Black_resigns,1604273963.0,e4d5,1.0,0.0,1039,1032,0,0
161,dhiraj25,YTSn0wy,1604274106.0,e4d5,7.0,1.0,922,986,0,0
162,WIGrandRapidsChess,pawnbuster92,1604274848.0,e4e5,2.0,0.0,1121,1193,0,0
163,PincoP,anurag_gangwar,1604274857.0,e4e5,0.0,1.0,1177,1171,0,0
164,joseph_mama,anabatik,1604275248.0,b1c3,5.0,1.0,1165,1137,0,0
165,Cardigan_man,Muhammed_24477,1604275395.0,f2f3,2.0,0.0,1173,1165,0,0
166,Harkkk,alpopkimo,1604276171.0,e4d5,21.0,1.0,1086,1097,0,0
167,Dr-AhmedMostafa,AlinaLu,1604276653.0,e4e5,0.0,0.0,1194,1166,0,0
168,TimeKiller11,Fedog,1604276658.0,e4e5,1.0,0.0,1126,1113,0,0
169,PincoP,o__l-l__o,1604276852.0,e4e5,-1.0,1.0,1139,1092,1,0
170,Gilda2019,AlpacaHero,1604277226.0,e4e5,1.0,0.0,1136,1092,0,0
171,sulaimanov,Baris_Baba,1604277242.0,e4e5,-1.0,1.0,1160,1156,0,0
172,Intelaf,DavideP98,1604277364.0,b1c3,9.0,1.0,1055,1109,0,0
173,SammySmooth,salvoga,1604277999.0,b1c3,3.0,1.0,876,1001,0,0
174,Comrian,Nizabro,1604278553.0,b1c3,11.0,1.0,1131,1138,2,0
175,AmrrH,Diyalektik88,1604278974.0,b1c3,4.0,1.0,807,922,0,0
176,Pauloromus,awadayman,1604279264.0,b1c3,1.0,0.0,929,867,1,0
177,fox1985,Ikariotis,1604279302.0,e4e5,1.0,0.0,1154,1183,0,0
178,mirusa,BryanStarmer,1604279341.0,e4e5,2.0,0.0,1071,982,0,0
179,oipessoaldoxadrez,everlib,1604279377.0,e4d5,3.0,0.0,1180,1119,0,0
180,Lil_Clorox_Bleach,Beescuit,1604279692.0,e4d5,31.0,1.0,1008,946,0,0
181,fr0gz,doodlebobyellow,1604279721.0,e4d5,2.0,0.0,1122,1068,1,0
182,Catalyst911,Bukov_da,1604280107.0,e4e5,0.0,1.0,1061,1012,0,0
183,macx3001,mlacroix09,1604280232.0,e4e5,1.0,1.0,1169,1109,0,0
184,Veganinlol,mlacroix09,1604280685.0,e4e5,1.0,1.0,1166,1115,0,0
185,saddide,javidyas,1604280740.0,e4d5,1.0,0.0,1010,1035,0,0
186,trknkalafat,Enricottavo,1604281129.0,e4d5,9.0,1.0,1153,1123,0,0
187,id-chess,Shakabuku,1604281221.0,e4e5,-1.0,1.0,1070,1068,0,0
188,FlippOo,adolmac,1604281228.0,e4d5,1.0,0.0,917,1004,1,0
189,DjDetektiveDimitrij,ALMANARI,1604281635.0,e4e5,0.0,0.0,1163,1110,1,0
190,Roch35,ilganso,1604281772.0,e4e5,-1.0,0.0,1193,1170,0,0
191,Teilteil,rajaa1985,1604281784.0,b1c3,6.0,1.0,1026,1036,0,0
192,mirusa,Ruhrpottkanacke,1604282098.0,e4d5,0.0,0.0,1075,1055,1,0
193,Ricardoma,croccantino,1604282100.0,e4e5,2.0,0.0,1106,1030,1,0
194,fr0gz,daivik,1604282756.0,e4e5,1.0,1.0,1118,1130,2,0
195,Pauloromus,joz41blois,1604282880.0,e4e5,0.0,1.0,932,964,2,0
196,vHachi,anish0000,1604282904.0,e4e5,1.0,0.0,1103,1136,0,0
197,WIGrandRapidsChess,Prpaul,1604282995.0,e4d5,1.0,1.0,1141,1111,1,0
198,Aikichess,Annemieke123,1604283261.0,e4e5,1.0,1.0,1051,1041,0,0
199,dcehibor,busrazeraki,1604283498.0,b1c3,1.0,1.0,1098,1051,0,0
200,spang76,mohammadalkhateeb06,1604283794.0,e4e5,4.0,1.0,1187,1192,0,0
201,larryfisherman25,bordozonee,1604284018.0,e4e5,-1.0,0.0,1171,1110,0,0
202,juanco27,Pranto2002,1604284153.0,e4e5,2.0,1.0,1186,1171,0,0
203,razutar07,aayats,1604284246.0,e4d5,3.0,0.0,1145,1150,1,0
204,Jehovahswetness,bsongoz,1604284252.0,e4d5,0.0,0.0,863,891,0,0
205,TeshomiKayode,AgamyaG,1604284321.0,e4e5,7.0,1.0,1002,1117,0,0
206,ehovde73,AnselmoMesa,1604284749.0,e4e5,1.0,1.0,1152,1192,0,0
207,axoloto,dentysta1954,1604284894.0,e4e5,3.0,0.0,1000,1007,0,0
208,InspectorZero,Anastasisborb,1604284977.0,b1c3,2.0,1.0,1198,1199,0,0
209,not-Pafo,Klipak,1604285296.0,e4e5,1.0,0.0,1196,1193,0,0
210,Loutchiano,Testinger06,1604285339.0,e4e5,2.0,1.0,1095,1088,0,0
211,Ole-j,Magorius3,1604285580.0,e4e5,2.0,1.0,1097,1144,1,0
212,fr0gz,juangut49,1604285858.0,e4d5,4.0,0.0,1119,1181,3,0
213,Loutchiano,Lizamedvedeva,1604286044.0,b1c3,2.0,1.0,1090,1104,1,0
214,knutkarsten13,Foucaulty,1604286116.0,e4e5,0.0,1.0,1116,1151,0,0
215,cthulhe,Swart1,1604286130.0,b1c3,0.0,1.0,1193,1156,0,0
216,arneks,sulalexei,1604286346.0,b1c3,0.0,1.0,1094,1044,0,0
217,logrhythm,Aleksis5880,1604286566.0,e4e5,2.0,1.0,1159,1136,0,0
218,Robin24,santiagoenrique,1604286641.0,b1c3,0.0,0.0,1154,1124,0,0
219,mostak,Nethrauinen,1604286660.0,e4e5,0.0,0.0,1171,1112,0,0
220,SamSidson,husseinih,1604287036.0,e4e5,0.0,1.0,1191,1169,0,0
221,beygul,prohodilnuiidi,1604287139.0,g1f3,3.0,1.0,1059,958,0,0
222,traeubchen1978,Slimeslush,1604287331.0,b1c3,7.0,0.0,818,908,0,0
223,RoniCorrea,Juhcopi,1604288109.0,e4e5,2.0,0.0,1118,1053,1,0
224,vito-gandolini,Kwinkrath,1604288114.0,g1f3,3.0,1.0,1035,1038,0,0
225,knutkarsten13,Afsane68,1604288196.0,e4e5,0.0,1.0,1105,1140,1,0
226,Valera50,DMGB,1604288201.0,e4d5,1.0,0.0,1185,1172,0,0
227,Martin_Werner,urbi410,1604288653.0,e4d5,3.0,1.0,1044,1091,0,0
228,Orlovfoto,Hebc,1604288920.0,e4e5,0.0,1.0,1127,1056,0,0
229,Roadman1,JoGruener,1604288992.0,e4e5,1.0,0.0,1091,1176,0,0
230,RoniCorrea,fareesseeraf,1604289013.0,b1c3,1.0,0.0,1130,1043,2,0
231,SergejKartuzovs,Dome-4N,1604289101.0,e4d5,1.0,1.0,1120,1100,0,0
232,emsounu,TheAlchemist0504,1604289210.0,e4e5,1.0,0.0,947,864,0,0
233,gurcekic,CASABLANCO,1604289402.0,e4e5,2.0,0.0,1050,1039,0,0
234,Roadman1,santicastro,1604289636.0,e4e5,2.0,0.0,1093,967,1,0
235,ZF2K,Soroosh-H,1604289790.0,e4e5,2.0,0.0,1114,1136,0,0
236,justinmarma,TheAlchemist0504,1604289811.0,e4e5,1.0,0.0,987,856,0,0
237,mostak,treepillow,1604289890.0,e4e5,5.0,0.0,1170,1107,1,0
238,MasterofKebabs69,atifarzi6,1604289944.0,e4e5,2.0,1.0,851,947,0,0
239,Delver_of_Secrets,mzauber,1604290351.0,e4d5,0.0,0.0,1044,1125,0,0
240,amirm300,TheStupidGenius,1604290382.0,e4e5,0.0,1.0,974,1064,0,0
241,justinmarma,TheAlchemist0504,1604290395.0,e4e5,4.0,0.0,994,849,1,0
242,Echovenom17,Kingjulian02,1604290676.0,e4d5,1.0,1.0,837,982,0,0
243,Bbwman,ciochess,1604291346.0,b1c3,1.0,1.0,1196,1168,0,0
244,learning_slow,irifanemre,1604291463.0,e4e5,4.0,0.0,1192,1195,0,0
245,Scoe424,bumblebee9,1604291486.0,b1c3,1.0,1.0,1083,1001,0,0
246,Argoschess,Pungrotte,1604291861.0,b1c3,0.0,0.0,1093,1116,0,0
247,pattyhealton,Sandroups,1604291890.0,e4d5,4.0,1.0,1103,1099,1,0
248,Bobobear,Mastikor2309,1604291930.0,b1c3,3.0,0.0,1170,1092,2,0
249,Gabrioski,BryanStarmer,1604292045.0,g1f3,0.0,1.0,1064,947,0,0
250,Hasanoy22,Podzol,1604292126.0,b1c3,5.0,1.0,1018,1075,0,0
251,juanco27,sevinenes,1604292155.0,b1c3,2.0,1.0,1164,1132,1,0
252,Hasanoy22,TobiEhrlich,1604292223.0,e4d5,2.0,1.0,1014,1030,1,0
253,Martin_Werner,Jeronimo_stilron,1604292229.0,e4e5,1.0,0.0,1034,984,1,0
254,q9z17,MrParchy,1604292732.0,b1c3,5.0,1.0,1181,1174,0,0
255,kmedelis,fbeser,1604293164.0,b1c3,4.0,0.0,1057,1100,0,0
256,Delver_of_Secrets,bpburns,1604293542.0,e4e5,-1.0,0.0,1185,1075,1,0
257,sepysag,lordofwaterford,1604293589.0,e4e5,-1.0,0.5,1069,1097,1,0
258,chesstdoit,Riza_Z,1604293618.0,e4e5,2.0,1.0,1135,1125,0,0
259,AugustFS,HellooEveryone,1604294025.0,e4e5,0.0,1.0,1094,1116,0,0
260,Comrian,WallScreamer,1604294027.0,b1c3,5.0,0.0,1103,1021,3,0
261,MRSA67,Samuel_Black,1604294202.0,e4d5,1.0,0.0,1056,1016,0,0
262,q9z17,zakorkish,1604294281.0,e4d5,5.0,0.0,1169,1149,1,0
263,CatenaccioMessicano,faibi,1604294529.0,e4d5,5.0,0.0,1177,1077,0,0
264,Bicepsik,ZCHuang,1604295112.0,e4e5,0.0,1.0,1065,1062,0,0
265,CheerySparrow,mckonny,1604295175.0,e4e5,2.0,1.0,1115,1079,0,0
266,m_E_h,jferdom,1604295348.0,e4e5,2.0,0.0,1165,1077,0,0
267,jornby,Hassan_77,1604295459.0,e4e5,-1.0,1.0,1182,1071,0,0
268,Ricardoma,markymark78,1604295657.0,e4e5,3.0,1.0,1104,1068,2,0
269,EthanWWW,Masa98,1604295697.0,e4e5,2.0,1.0,1179,1177,0,0
270,sulalexei,brenokech,1604295742.0,e4d5,2.0,1.0,1050,1135,0,1
271,fgloistein,hhancock,1604295868.0,e4e5,-1.0,1.0,1193,1119,1,0
272,wiisports3,ShaneV14,1604295971.0,e4e5,9.0,0.0,1105,1033,0,0
273,AznSensation,jcflowers,1604296133.0,e4d5,0.0,0.0,1123,1172,0,0
274,juanco27,Usuqqa_Madiq,1604296136.0,c2c4,4.0,0.0,1147,1076,2,0
275,erik9761,farouqq,1604296275.0,e4d5,2.0,1.0,1192,1114,0,0
276,m_E_h,My4Gwificonnect,1604296320.0,e4e5,1.0,0.0,1155,1165,1,0
277,Schlafmutze20,Wablabla,1604296364.0,e4e5,-1.0,1.0,1061,1130,0,0
278,karpovdisciple,OtZxY,1604297158.0,f1d3,3.0,1.0,1178,1168,0,0
279,zeitoun,EnYe2000,1604297286.0,e4e5,1.0,0.5,1090,1073,0,0
280,Schlafmutze20,boki320,1604297297.0,e4e5,0.0,1.0,1056,936,1,0
281,m_E_h,podium1,1604297309.0,e4e5,1.0,0.0,1161,1185,2,0
282,sarvoda,david-hincapie,1604297508.0,c1e3,2.0,0.0,966,955,1,0
283,ZGhosTVictor,rizk3r,1604297668.0,g1f3,1.0,0.0,1003,1007,0,0
284,C72605734Victor,A61993905VALERIA,1604297719.0,g1f3,4.0,1.0,1104,1062,0,0
285,alefiore,santicastro,1604297817.0,e4e5,-2.0,1.0,1094,1171,0,0
286,MFreiberger,chicis,1604297852.0,e4e5,2.0,0.0,1066,1146,0,0
287,JDEARSL,markliest,1604298015.0,e4e5,4.0,1.0,1192,1172,0,0
288,Bobobear,AznSensation,1604298037.0,e4e5,1.0,1.0,1172,1176,3,0
289,zeitoun,ninetapp,1604298093.0,e4d5,1.0,0.0,1084,1060,1,0
290,Chipicao_31,alfiodolcemare,1604298283.0,e4e5,2.0,1.0,1101,1170,0,0
291,Amyou,Pranto2002,1604298346.0,e4e5,2.0,1.0,1171,1170,0,0
292,noooraldin,Schmongolongo,1604298404.0,e4e5,4.0,0.0,1191,1126,1,0
293,Amyou,Pranto2002,1604299049.0,b1c3,4.0,0.0,1171,1170,1,0
294,m_E_h,podium1,1604299194.0,e4e5,1.0,0.0,1183,1181,3,0
295,Enver_pascha,burraaook,1604299476.0,e4e5,1.0,0.0,936,1011,0,0
296,WIGrandRapidsChess,mineiro07,1604299682.0,b1c3,3.0,1.0,1131,1199,2,0
297,Amyou,Pranto2002,1604300042.0,c2c4,3.0,1.0,1183,1159,2,0
298,benHur93300,myley01,1604300066.0,e4e5,1.0,0.0,1117,1128,0,0
299,WorkingAnt,Robin24,1604300110.0,e4e5,-1.0,1.0,1162,1165,0,0
300,zbriggs88,Nino007,1604300497.0,e4d5,1.0,0.0,1136,1112,0,0
301,Amyou,Pranto2002,1604300554.0,g1f3,2.0,0.0,1171,1171,3,0
302,Pippoci,GrandMasterAbzyboiii,1604301385.0,e4e5,1.0,1.0,1106,1095,0,0
303,RunningGnu,the_passe,1604301774.0,b1c3,1.0,0.0,1063,1136,2,0
304,koalaqueen21,Vincent_gb,1604301825.0,b1c3,5.0,1.0,986,980,0,0
305,jg877,Esfriado,1604302078.0,e4d5,3.0,0.0,869,885,0,0
306,MoFlavour,kron24,1604302271.0,e4e5,2.0,0.0,1056,1112,0,0
