,black,white,start_time,fifthmove,rt,result,blackelo,whiteelo,num_black_games,num_white_games
51,BornBrendan,BaJlepa,1614592676.0,e4e5,2.0,1.0,1143,1196,0,0
52,ati34,blaznspadz,1614592679.0,e4e5,-2.0,1.0,1049,1099,0,0
53,Gubbinsss,andres8101,1614592708.0,e4e5,3.0,0.0,1038,1117,0,0
54,Nexuspl,AdamsAlphonse,1614593006.0,e4e5,2.0,1.0,896,919,0,0
55,Louis009,Rafaelkenji17,1614593079.0,e4d5,2.0,1.0,1179,1182,0,0
56,and7001,Pcuserin,1614593134.0,c2c3,2.0,1.0,1097,1067,0,0
57,tynantynan8,haidiver64,1614593236.0,f2f4,3.0,1.0,1118,1123,0,0
58,thatssowhitty,Arnorvictor,1614593254.0,e4e5,-1.0,1.0,1092,1102,0,0
59,chirrut,anthonyd,1614593256.0,f2f3,3.0,0.0,1150,1118,0,0
60,Ad_Astra_21,Carlis17,1614593275.0,e4d5,0.0,1.0,1103,1105,0,0
61,EnderB0y,A_Chess_D,1614593286.0,e4e5,2.0,1.0,913,989,0,0
62,lukasmki,speciousgambit,1614593426.0,e4d5,1.0,1.0,1145,1046,0,0
63,alwayslondon,gustjf,1614593431.0,b1c3,3.0,1.0,1057,991,0,0
64,zach121324,MalcolmThompson,1614593593.0,e4d5,1.0,0.0,889,910,1,0
65,Blue_Merlin,diankaaa,1614593612.0,e4e5,0.0,0.0,1147,1154,0,0
66,Cathy10,joacofq,1614593643.0,f2f3,2.0,1.0,1062,1051,0,0
67,MouthyAF,Testinger06,1614593851.0,e4e5,2.0,1.0,1125,1078,0,0
68,adamkielbasa,lc47,1614593913.0,e4d5,3.0,0.0,1090,977,0,0
69,Ondulation,Dhiya040108,1614593930.0,b1c3,1.0,0.0,1018,963,0,0
70,Seuoponente,gastonb,1614594073.0,b1c3,4.0,1.0,1081,1054,0,0
71,climbingrazorchess,Quizeo,1614594246.0,c2c4,12.0,0.0,1040,1047,0,0
72,JJHowell,Varu11090,1614594272.0,e4d5,0.0,1.0,1048,1056,0,0
73,julie36,andres8101,1614594270.0,e4d5,1.0,1.0,1124,1104,0,0
74,zbidwell,BandanaShark,1614594437.0,e4d5,2.0,1.0,1129,1158,0,0
75,mongsa,magnus_doom,1614594621.0,e4e5,2.0,1.0,1100,1116,0,0
76,izymandias1,whichnimzo,1614594901.0,e4e5,1.0,0.0,1187,1179,0,0
77,Celill,WEBERWONG,1614595233.0,e4e5,5.0,1.0,1150,1178,0,0
78,peviny,evencreed,1614595239.0,e4e5,1.0,1.0,1063,1042,0,0
79,Yaman7,DARKMOND,1614595691.0,b1c3,6.0,0.0,982,958,0,0
80,PolarDragon,pedroalcaldej,1614595760.0,b1c3,1.0,0.0,844,1138,0,0
81,sofossofos,effetattoo,1614596113.0,e4e5,4.0,1.0,1184,1141,0,0
82,rochaque,noprotein,1614596179.0,e4e5,0.0,0.0,1165,1174,0,0
83,JuanDarthes69,xanddyn,1614596191.0,b1c3,2.0,1.0,1025,1045,0,0
84,lilzehir,rickhigbee,1614596208.0,e4d5,1.0,0.0,893,834,0,0
85,MrsIpi,marinomjr,1614596477.0,f2f3,5.0,0.0,1038,1029,0,0
86,JBuete,YoungBidness,1614596603.0,f2f3,1.0,0.0,1023,904,0,0
87,drunkmeister69,trees4,1614596644.0,e4e5,2.0,0.0,1154,1152,0,0
88,crunchysprings,Ank-it,1614596673.0,e4d5,2.0,0.0,1160,1140,0,0
89,teebes,Giisen,1614596976.0,e4e5,-2.0,0.0,1162,1200,0,0
90,AndrewMBerka,J-bernardino,1614597558.0,e4e5,-1.0,1.0,1156,1165,0,0
91,SantiRulo19,awadayman,1614597576.0,b1c3,1.0,1.0,1096,1033,0,0
92,lancedoggy,Vuyo_mpofu,1614597614.0,e4e5,2.0,1.0,954,1077,0,0
93,Dr_powder,kissiapeia,1614597695.0,b1c3,3.0,1.0,1075,1121,0,0
94,boykot96,kitomorales,1614598053.0,e4e5,1.0,0.0,1179,1182,1,0
95,crunchysprings,capbutters,1614598083.0,b1c3,3.0,1.0,1144,1148,1,0
96,warrenawang,awadayman,1614598201.0,b1c3,-1.0,0.0,1073,1035,0,0
97,koppenj,CarolinaLeao,1614598215.0,b1c3,3.0,0.0,1103,1094,0,0
98,SantiRulo19,Anotherdudex1,1614598288.0,e4e5,1.0,1.0,1088,1082,1,0
99,mchambers0530,kboxerpete,1614598567.0,e4d5,0.0,1.0,1057,1024,0,0
100,Baqdaulet1,princejju,1614598611.0,b1c3,4.0,1.0,919,946,0,0
101,alwayslondon,twoone12,1614598639.0,e4e5,1.0,1.0,1008,1100,1,0
102,geraldvdb,dokei54,1614599066.0,b1c3,0.0,1.0,1075,1140,0,0
103,Edilson78,Diomedes1986,1614599283.0,e4e5,1.0,1.0,1095,1082,0,0
104,Sloth05,FelMc,1614599777.0,e4e5,0.0,0.0,974,1091,0,0
105,Shamuell-Alves,Ramin_Gahramanzada,1614599787.0,e4d5,5.0,1.0,872,1015,0,0
106,T_MN,MrMara,1614599815.0,e4e5,3.0,1.0,959,995,0,0
107,MrsIpi,willross3150,1614599815.0,e4e5,1.0,1.0,1043,1155,1,0
108,Blueghost141,Luis0906,1614599946.0,e4e5,3.0,1.0,1122,1140,0,0
109,Blaize,altanguay,1614600003.0,b1c3,3.0,0.0,1055,1040,0,0
110,Blue_Merlin,abnergerardo,1614600065.0,e4e5,1.0,0.0,1171,1165,1,0
111,Claudiomtek,Hazim16,1614600256.0,e4e5,3.0,1.0,938,1003,0,0
112,Hemanth2,lifeisagambit,1614600526.0,b1c3,5.0,0.0,1054,1063,0,0
113,roboloon,samuel03799,1614600528.0,b1c3,4.0,1.0,1092,918,0,0
114,Claudiomtek,Hazim16,1614600849.0,e4e5,2.0,1.0,934,1007,1,0
115,Gambougie,joaquinmoreira,1614601178.0,e4e5,1.0,1.0,898,895,0,0
116,claytonr13,lifeisagambit,1614601298.0,b1c3,4.0,0.0,1028,1057,0,0
117,Zaltz,kadisnew,1614601687.0,e4e5,4.0,0.5,1191,1180,0,0
118,Wabina,bouskela,1614601703.0,e4d5,2.0,0.0,856,800,0,0
119,snwy,AADDJJJ,1614601956.0,e4d5,0.0,1.0,1066,1074,0,0
120,MGD2001,TamayoXD16,1614602017.0,e4e5,0.0,0.0,1196,1193,0,0
121,Wabina,leaobebe,1614602245.0,e4d5,2.0,1.0,852,934,1,0
122,timarsaga,Gilesjs007,1614602259.0,e4d5,2.0,1.0,1041,1024,0,0
123,mikecaro2,WhosSayin,1614602288.0,e4e5,0.0,1.0,1190,1190,0,0
124,Celill,fitz3877,1614602387.0,g1f3,3.0,1.0,1152,1138,1,0
125,laureado10,HopesLastReward,1614602393.0,b1c3,3.0,1.0,963,844,0,0
126,Hritwik1998,codayo,1614602483.0,e4e5,3.0,0.0,997,992,0,0
127,sofossofos,nadasdude,1614602683.0,b1c3,5.0,0.0,1177,1117,1,0
128,Wabina,kiveinar,1614602694.0,b1c3,3.0,1.0,854,952,2,0
129,javidan_m,MantisToboggan_M_D,1614602744.0,e4d5,1.0,1.0,1114,1167,0,0
130,reedVoltrecs,Kiurtis,1614602809.0,e4e5,2.0,1.0,1101,1093,0,0
131,noobynoobnoob,ALsenya50,1614603061.0,b1c3,7.0,0.0,903,966,0,0
132,Elizabeth_MAPE31,Tanmay007op,1614603071.0,b1c3,4.0,0.0,954,897,0,0
133,crunchysprings,NutBut,1614603246.0,b1c3,5.0,1.0,1146,1069,2,0
134,javidan_m,Nitzi,1614603481.0,e4d5,1.0,0.0,1105,1129,1,0
135,Elizabeth_MAPE31,barwa12,1614603673.0,e4e5,1.0,0.0,917,837,1,0
136,tpai016,xXhansamXx,1614603698.0,e4e5,1.0,0.0,1199,1145,0,0
137,Edvonschleck1,Umakant,1614603713.0,e4e5,1.0,0.0,1186,1183,0,0
138,Shankypanther199,SametKgoz,1614603718.0,b1c3,3.0,1.0,1138,1025,0,0
139,kartalyagcioglu,cchan,1614604074.0,e4d5,-1.0,0.0,1062,994,0,0
140,and7001,Mathz17,1614604522.0,f2f3,2.0,1.0,1106,1084,1,0
141,shangsuru,acxla,1614604663.0,b1c3,10.0,0.0,1142,1169,0,0
142,firelazer,Extrada,1614604985.0,f2f3,0.0,0.0,1183,1179,0,0
143,swimons,TuhinSinha369,1614605068.0,e4e5,3.0,1.0,1170,1178,0,0
144,timarsaga,Muramara,1614605185.0,e4e5,1.0,0.0,1037,1128,1,0
145,thoughtofspark,SemperAugustusg,1614605436.0,e4e5,-1.0,1.0,1052,992,0,0
146,Fevzigusla,SaturnRM,1614605444.0,e4d5,-1.0,0.0,934,990,0,0
147,Montane,koltash174,1614605568.0,e4e5,2.0,1.0,1096,1080,0,0
148,damsz,mtnntn,1614605692.0,e4e5,-1.0,0.0,999,1000,1,0
149,lewismctie,samson1977,1614605988.0,e4e5,21.0,0.0,1109,1138,0,0
150,Siatomic,Paari_Kesar,1614606011.0,e4e5,6.0,0.0,1188,1200,0,0
151,Nishivsingh,Nayib,1614606056.0,e4e5,4.0,0.5,1117,1136,0,0
152,mongsa,VictoriaD,1614606151.0,e4e5,1.0,0.0,1111,1103,1,0
153,sulaimanov,bustosdomecq,1614606282.0,b1c3,-1.0,0.0,1117,1163,0,0
154,damsz,SaturnRM,1614606452.0,e4d5,-1.0,0.0,1011,971,2,0
155,Hand_Cannot_Erase,DonAckerman,1614606544.0,e4e5,-1.0,1.0,1168,1163,0,0
156,kartalyagcioglu,marihuanote,1614606640.0,e4e5,-1.0,0.0,1063,1058,1,0
157,Hans6020,sobakov,1614606702.0,e4d5,1.0,0.0,940,1059,0,0
158,Hritwik1998,Kayra1990,1614606746.0,b1d2,7.0,0.0,976,991,1,0
159,jasonpoindexter,fuissleeping,1614606783.0,e4d5,0.0,0.0,1001,1056,0,0
160,liyanlen,Muku16,1614606955.0,e4d5,3.0,0.0,1110,1088,0,0
161,forthehuynh,martiacos,1614607277.0,e4e5,3.0,1.0,1057,935,0,0
162,siddharth123xyz,masonderulo2012,1614607396.0,b1c3,5.0,1.0,1086,1004,0,0
163,XnChess,SierraFoxtrot,1614607536.0,e4e5,1.0,0.0,1085,1091,0,0
164,Attulurikaushik,favort14,1614607663.0,b1c3,4.0,0.0,1170,1180,0,0
165,Badshah_1335,Giisen,1614607745.0,e4e5,-1.0,1.0,1055,1079,0,0
166,Zuxer,goji808,1614607806.0,b1c3,4.0,0.0,919,818,0,0
167,Cistak,mariopianno,1614607913.0,e4e5,-1.0,1.0,1168,1157,0,0
168,johnny_bh,chonk_QUATRO,1614607985.0,f1d3,7.0,0.0,1086,971,0,0
169,s0mple,Claymarzo37,1614607991.0,e4d5,3.0,1.0,993,998,0,0
170,micdp,jcde81,1614608055.0,e4d5,2.0,0.0,1138,1192,0,0
171,Shaikh279,Munkh-Orgil13,1614608249.0,e4e5,1.0,0.0,1172,1166,0,0
172,Gabriel_Ng,average_at_best,1614608553.0,f2f3,12.0,0.0,916,841,0,0
173,noahgorski,erneglezbuchaca,1614608566.0,e4d5,0.0,1.0,1190,1156,0,0
174,tcd777,lucasvflopes,1614608808.0,e4e5,1.0,1.0,1003,1068,0,0
175,Brian024,King_Simeon,1614609150.0,e4e5,1.0,1.0,1016,1043,0,0
176,SaiaNorE,Krishnone,1614609270.0,e4e5,2.0,0.0,1152,1154,0,0
177,Tammerheim,copcop1,1614609316.0,e4d5,2.0,0.0,927,876,0,0
178,Aeraibi,Dany_PV,1614609541.0,e4d5,3.0,0.0,1073,1083,0,0
179,SaiaNorE,Ccapanegra,1614609558.0,e4e5,0.0,0.0,1162,1159,1,0
180,hlebix,pegodesuerte,1614609659.0,e4e5,2.0,1.0,810,934,0,0
181,king_kaunen,Irfan_Mikhail,1614609764.0,e4e5,3.0,0.0,1109,998,0,0
182,chestaro,Beken702,1614609794.0,e4e5,1.0,1.0,1024,973,0,0
183,thesalter,burakcan18,1614609843.0,f2f3,1.0,1.0,1065,1053,0,0
184,laureado10,kuttakoilasamayrai,1614610006.0,e4e5,1.0,0.5,1041,911,1,0
185,hoppapotameos,adrion279,1614610435.0,e4d5,0.0,1.0,1132,1142,0,0
186,Rosbaud,IrascibleWhale,1614610444.0,e4e5,0.0,1.0,935,917,0,0
187,VALDOXAN25,woomoo,1614610460.0,e4e5,0.0,1.0,1101,981,0,0
188,IrascibleWhale,dustykh,1614610755.0,e4e5,6.0,0.5,923,936,0,1
189,chestaro,tarunj_4632,1614610805.0,f2f3,0.0,0.5,1023,1031,1,0
190,syd32,gridsearch,1614610961.0,e4d5,1.0,0.0,1113,1084,0,0
191,AmbulanceJockey,HTorner,1614611210.0,e4e5,1.0,1.0,1162,1191,0,0
192,peterpaf,declanchown,1614611273.0,f2f3,3.0,0.5,906,886,0,0
193,gregor_95,dursengirmegulum,1614611324.0,e4d5,1.0,0.0,1198,1190,0,0
194,madbradd,Kazanovas,1614611387.0,e4e5,2.0,1.0,1171,1130,0,0
195,Mikmoks,halvorb,1614611597.0,e4e5,6.0,1.0,1012,987,0,0
196,apl-pi,Ol_Nori,1614611611.0,e4e5,0.0,1.0,982,857,0,0
197,Blimac,RookiePlayer365,1614611613.0,e4d5,2.0,0.0,946,866,0,0
198,kljakub,shri74,1614611776.0,e4e5,3.0,1.0,866,869,0,0
199,armourpiercing1,precos,1614611782.0,e4e5,0.0,0.0,1021,1128,0,0
200,chouaibamrat,Vaibhav-Dang,1614612069.0,e4e5,1.0,1.0,1051,1130,0,0
201,Flubberman,burakyucel,1614612111.0,e4e5,0.0,1.0,936,948,0,0
202,best_chess_player_22,allenh,1614612294.0,e4e5,1.0,1.0,1010,1011,0,0
203,HansTheFranz,Dab91,1614612348.0,b1c3,4.0,0.0,1106,1107,0,0
204,Linuxnev,Chip_s,1614612412.0,b1c3,3.0,0.0,1165,1192,0,0
205,fares_bou,ShwedDenis,1614612424.0,d1f3,9.0,1.0,1018,1126,0,0
206,cracked10,itsbaggles,1614612431.0,e4d5,0.0,1.0,1171,1149,0,0
207,enchilada64,ValentinKaem,1614612587.0,e4d5,0.0,1.0,1060,1100,0,0
208,avvocatoska,Hameedfire,1614612768.0,e4e5,0.0,0.0,1133,1193,0,0
209,woodyshaw,Tom-ash-8891,1614612873.0,e4e5,1.0,0.0,1145,1127,0,0
210,idli07,Savy50,1614613011.0,e4e5,4.0,1.0,1034,956,0,0
211,MXen,chhajedji,1614613130.0,e4e5,2.0,1.0,1148,1140,0,0
212,ulasali2,Lightblue12349,1614613204.0,e4e5,0.0,1.0,924,1166,0,0
213,Last-Prometheus,Ryznkia,1614613560.0,b1c3,4.0,1.0,1126,1116,0,0
214,Gibby_10,Yonkiamor,1614613630.0,e4e5,1.0,0.0,982,1053,0,0
215,Davriel90,wooduncanwoo,1614613691.0,f2f3,1.0,0.0,1091,1138,0,0
216,Last-Prometheus,Bongcloudxxx,1614613766.0,b1c3,0.0,1.0,1120,1167,1,0
217,mikeeman,Greenvalley,1614613946.0,e4e5,2.0,1.0,1023,1112,1,0
218,schintzi1996,FrancoCalcina999,1614613977.0,f1d3,3.0,0.0,963,959,0,0
219,Baermin,Cepblu,1614614017.0,e4e5,0.0,1.0,1156,1161,0,0
220,Madhav9318,Frontosa_2019,1614614061.0,e4d5,0.0,0.0,1198,1172,0,0
221,Panojevic,el_cajista_92,1614614163.0,g1f3,5.0,0.0,1197,1192,0,0
222,najgif,AI4xander,1614614200.0,e4d5,0.0,0.0,1111,1108,0,0
223,reddy_98,Nikitavlg34,1614614304.0,e4e5,3.0,1.0,1107,1138,0,0
224,DarkGreeneyes,venia_k,1614614354.0,e4e5,9.0,1.0,898,882,0,0
225,alex180500,Skhu1137,1614614444.0,e4d5,0.0,1.0,1126,1116,0,0
226,vincent1309,mdhabiburrahman11,1614614559.0,e4d5,1.0,1.0,968,962,0,0
227,sigisnow87,Athrago,1614614743.0,e4e5,1.0,0.0,959,996,0,0
228,covert_masturmating,DanMcD,1614614988.0,e4e5,2.0,0.0,1159,1143,0,0
229,Bonehh,KDubZ2020,1614615037.0,e4d5,1.0,1.0,1147,1153,0,0
230,igniperch,Shrek_Opening,1614615443.0,e4e5,-1.0,0.0,1046,1090,0,0
231,HiImTuti,nanomena,1614615692.0,e4d5,0.0,0.0,1116,1123,0,0
232,blckcvlry,davidph,1614615749.0,e4e5,3.0,1.0,1169,1004,0,0
233,cracked10,Skhu1137,1614615791.0,e4d5,0.0,0.0,1149,1125,1,0
234,gllxpt,Rheb,1614616027.0,e4e5,0.0,1.0,1071,1037,0,0
235,srikaran2007,kyoshi231,1614616088.0,f2f3,6.0,0.0,1026,980,0,0
236,Bonehh,MrPanci,1614616122.0,e4e5,1.0,0.0,1120,1092,1,0
237,michayonin,ThanhWilliamLe,1614616159.0,e4e5,0.0,0.0,1148,1167,0,0
238,Tjorbi06,fatnassi,1614616233.0,e4e5,1.0,0.0,930,883,0,0
239,Blue_Merlin,djhollywood,1614616434.0,e4e5,0.0,1.0,1193,1083,2,0
240,gllxpt,rgalli2,1614616464.0,e4d5,0.0,0.0,1064,1089,1,0
241,michayonin,btlm,1614616508.0,e4d5,5.0,0.0,1154,1072,1,0
242,DoDoLeGa,oblifate,1614616584.0,b1c3,2.0,1.0,1116,1174,0,0
243,rbirobertofcsb,gecoclub,1614616826.0,e4e5,13.0,1.0,1125,1096,0,0
244,cracked10,btlm,1614616874.0,e4d5,3.0,0.0,1136,1067,2,0
245,iava98,pielq,1614616976.0,b1c3,2.0,0.0,923,859,0,0
246,Ma2l1,E_furaev,1614617241.0,f1d3,16.0,0.0,1171,1093,0,0
247,ehovde73,hafizhfikra,1614617387.0,e4d5,3.0,0.0,1136,1153,0,0
248,HaZeL_Kacper,Patrick-Hefe,1614617430.0,e4e5,0.0,0.0,1024,1069,0,0
249,Draguuns,Aligntn,1614617500.0,e4e5,1.0,0.0,1086,1066,0,0
250,no_stopink,aryan_saraf,1614617517.0,e4d5,0.0,1.0,1141,1132,0,0
251,Arvindehghankar,BongcloudCrabwalker,1614617543.0,e4e5,0.0,0.5,1134,1064,0,0
252,Leon-Rosheed,praneki_li,1614617768.0,e4e5,1.0,1.0,1114,1142,0,0
253,djhollywood,larsw84,1614617816.0,f1d3,0.0,1.0,1080,1046,0,1
254,Hex12,Luckstax,1614617920.0,e4d5,1.0,0.0,862,969,0,0
255,kindofblue71,RaviharaVihanga,1614618088.0,e4d5,1.0,0.5,1025,817,0,0
256,pavlekn,faaad,1614618178.0,e4e5,-1.0,0.0,1063,1001,0,0
257,BalSponge,dionizy777,1614618196.0,e4e5,2.0,0.0,1185,1168,0,0
258,Hans6020,Liviu24,1614618513.0,d1e2,5.0,1.0,931,846,1,0
259,JohnPaulJacob,jamesurmom,1614618558.0,e4d5,-1.0,1.0,1141,1125,0,0
260,ranielicas,kyoshi231,1614618630.0,f2f3,3.0,0.0,954,1009,0,0
261,Innymrazem,Hejkosmos,1614618691.0,e4e5,0.0,1.0,1112,1104,0,0
262,hammer-ham-ham,slandor,1614618715.0,e4e5,2.0,0.0,1069,1098,0,0
263,damsz,aaronBln21,1614618809.0,e4e5,3.0,0.0,1006,941,3,0
264,Banjo38,AitbekM,1614618807.0,e4e5,-1.0,0.0,1021,1041,0,0
265,CyborgBill,mahsa_mtlb,1614618834.0,b1c3,1.0,0.0,1067,1016,0,0
266,janlam,joshuajs,1614618839.0,e4d5,-1.0,0.0,907,859,0,0
267,lancedoggy,Keoma77,1614618850.0,b1c3,6.0,0.0,970,984,1,0
268,cracked10,valex5258,1614618899.0,e4e5,0.0,1.0,1149,1172,3,0
269,LarsMK,NeulingWWW,1614618911.0,e4e5,1.0,0.0,1063,1121,0,0
270,Ahmett0,eatbeeschurger,1614618959.0,e4d5,2.0,0.0,1088,1082,0,0
271,HEgelndk,Danielwro,1614619089.0,b1c3,4.0,0.0,1191,1144,0,0
272,rakababa0202,Tomalcober,1614619099.0,b1c3,8.0,1.0,1188,1181,0,0
273,Novaplush,JITEM34,1614619119.0,e4e5,1.0,0.0,969,972,0,0
274,Arian2004_joryani,Arturedul,1614619136.0,e4e5,0.0,1.0,1167,1164,0,0
275,cracked10,Tigeire,1614619237.0,e4e5,0.0,0.0,1149,1149,4,0
276,crown26,Fatihcan07,1614619241.0,e4d5,1.0,0.5,1074,1192,0,0
277,Booplesnoot1,HydroHomie,1614619437.0,e4e5,1.0,0.0,1048,984,0,0
278,Mohammed-S-M,er-bauti-pazzo,1614619544.0,e4d5,1.0,1.0,999,1030,0,0
279,rainburnx,mesange_blue,1614619681.0,e4e5,2.0,0.0,884,923,0,0
280,DoDoLeGa,invernomuto78,1614619683.0,e4e5,2.0,0.0,1137,1188,1,0
281,tzawa,EgemenTas,1614619729.0,e4d5,0.0,0.0,966,985,0,0
282,reis_ceja,kengerafk1919,1614619823.0,b1c3,4.0,1.0,1078,1012,0,0
283,supershrimpboy,Magmafix,1614619971.0,e4e5,-1.0,1.0,1144,1181,0,0
284,Hans6020,franek255,1614620086.0,e4e5,0.0,1.0,936,880,2,0
285,tichaelman,prof32,1614620190.0,e4d5,1.0,0.0,1154,1163,0,0
286,BhawaniNokha,kaamil741,1614620457.0,b1c3,1.0,0.0,1113,1165,0,0
287,szumaq,kocaeli1965,1614620740.0,b1c3,11.0,1.0,1086,1111,0,0
288,ftag15,Frontosa_2019,1614620839.0,e4e5,0.0,0.0,1200,1173,0,0
289,Becci314,CBabDav,1614620854.0,e4e5,-1.0,0.0,1097,1128,0,0
290,Marcy38,quarterpoundcheese,1614621018.0,b1c3,3.0,0.0,1014,996,0,0
291,hammer-ham-ham,orrka,1614621082.0,e4e5,2.0,1.0,1070,1084,1,0
292,thoughtofspark,EgemenTas,1614621104.0,e4d5,0.0,0.0,1044,990,1,0
293,SecretJanitor,pyuta,1614621209.0,b1c3,1.0,0.5,1151,1178,0,0
294,X4ndu,danxpar,1614621280.0,e4d5,4.0,1.0,1182,1115,0,0
295,kutayorki,BMayushman,1614621406.0,e4e5,3.0,0.0,1102,1052,0,0
296,spel345,moaado,1614621484.0,f2f3,2.0,1.0,922,1003,0,0
297,hammer-ham-ham,Feyfei,1614621516.0,e4e5,2.0,1.0,1060,1011,2,0
298,griefnmalice,ZakBen,1614621723.0,f2f3,1.0,0.0,1187,1188,0,0
299,Yeissey,Jonathan-Enk,1614621729.0,e4e5,1.0,0.0,1073,1171,0,0
300,TooSmexy,iran-harandi,1614621814.0,e4d5,2.0,1.0,1192,1192,0,0
301,DiegoVeert,Dandelios,1614621913.0,e4d5,5.0,1.0,977,979,0,0
302,drtee22,AhmedbenSabri,1614621916.0,e4e5,0.0,0.0,1199,1101,0,0
303,Ma2l1,Lucas_cha12,1614622119.0,e4e5,1.0,0.0,1181,1169,1,0
304,SecretJanitor,kosta48,1614622126.0,e4e5,2.0,1.0,1164,1128,1,0
305,Zwarsky,namresup,1614622209.0,e4d5,2.0,0.0,924,921,0,0
306,Nica072,xMIKOLAJx,1614622531.0,e4e5,2.0,0.0,1034,1084,0,0
307,JacobDii,gbstrafonda,1614622937.0,f2f3,0.0,1.0,977,860,0,0
